Artists,City,State
"['Shoreline Mafia', 'Shoreline Mafia', 'Los Hijos De Garcia', 'Shoreline Mafia', 'Los Hijos De Garcia', 'Arsenal Efectivo', 'Arsenal Efectivo', 'Los De Guamuchil', 'Arsenal Efectivo', 'Hijos De Leyva', 'El de La Guitarra', 'El de La Guitarra', 'Grupo Codiciado', 'El de La Guitarra', 'LEGADO 7', 'Mike Sherm', 'LEGADO 7', 'Kamaiyah, YG', 'Grupo Codiciado', 'Grupo Codiciado', 'YG', 'T3R Elemento', 'LEGADO 7', 'YG', 'Omar Ruiz, Gerardo Ortiz', 'Lil Rob', 'Los Alegres Del Barranco', 'T3R Elemento', 'Lenin Ramírez, Gerardo Ortiz, Jesús Chairez', 'Omar Ruiz', 'Grupo Maximo Grado', 'El Fantasma', 'El Fantasma', 'SOB X RBE', 'YG', 'Snoop Dogg, Kurupt, Nate Dogg, Warren G', 'Omar Ruiz', 'T3R Elemento, Salazar Y Su Nueva Eskuela', 'El Fantasma', 'Traviezoz de la Zierra', 'Los Nuevos Rebeldes', 'Lenin Ramírez', 'Adriel Favela, Los Del Arroyo', 'Los Cuates de Sinaloa', 'DJ NRD, Queen']",Baldwin Park,California
"['Ybs Skola, Young Moose', 'Ygg Tay', 'Ygg Tay', 'Ygg Tay', 'Ybs Skola, Lil Baby', 'Ybs Skola', 'Bandhunta Izzy, Bandhunta Jugg', 'Bandhunta Izzy', 'Bandhunta Izzy', 'Ray J, Boosie Badazz', 'Alec Joseph', 'Shy Glizzy', 'Shy Glizzy', 'Shy Glizzy', 'Alec Joseph', 'Ray J, The Mob Group, Payso B', 'Alec Joseph', 'Shaboozey', 'Ray J', 'Fox Stevenson', 'Tate Kobang', 'Nick Tangorra', 'DJ NRD, Queen', 'Creek Boyz', 'Far Out', 'TORN', 'Clean Bandit, Sean Paul, Anne-Marie, Joseph Duveen, LODATO', 'Mr. 2Kay, Reekado Banks', 'Bella Dose', 'Felguk, Boogshe', 'Alpharock, Rhea Raj', 'David Fanning', 'Plies', 'Wale, Jacquees', 'Wale', 'Faruk Sabanci, Axel', 'Dru Hill', 'Mark Dohner, Flight School', 'Moneybagg Yo', 'Bobbi Storm', 'Amara La Negra', 'Wale', 'Moneybagg Yo', 'Ameria', 'Jazmine Sullivan', 'Amidy', 'Kayliox, IYFFE', 'Mint Condition', 'Moneybagg Yo', 'Carl Thomas', 'BlocBoy JB, 21 Savage', 'Kindred The Family Soul', 'Lil Baby, Moneybagg Yo', 'Mint Condition', 'Loso Loaded, PnB Rock', 'Trouble, Mike WiLL Made-It, The Weeknd', 'Kelly Price', 'Mint Condition', 'Tony! Toni! Toné!', 'at Wendys', 'Toni Braxton', 'Faith Evans', 'Donell Jones', 'Ella Mai', 'Jon B.', 'Xscape', 'LINC', 'Blac Youngsta, Lil Yachty', 'Raheem DeVaughn, R. Kelly', 'Carl Thomas', 'Famous Dex', 'at Wendys', 'Embody, Matt Wilson', 'Musiq Soulchild', 'KeKe Wyatt, Avant', 'Chrisette Michele', 'Xscape', 'YFN Lucci', 'Tee Grizzley, Moneybagg Yo', 'YFN Lucci, Offset', 'Lil Baby, Gunna', 'YoungBoy Never Broke Again, Future', 'at Wendys', 'Meek Mill', 'YFN Lucci, Meek Mill', 'Toni Braxton', 'Ledisi', 'Lil Baby', 'Blac Youngsta', 'Total', 'Meek Mill', 'WillThaRapper', 'Mary J. Blige', 'Marsha Ambrosius', 'N.E.R.D, Rihanna, Drake', 'Jazmine Sullivan', 'Tamar Braxton', 'YoungBoy Never Broke Again', 'Toni Braxton, Colbie Caillat', '702']",Baltimore,Maryland
"['Ray J, Boosie Badazz', 'Alec Joseph', 'Shaboozey', 'Tenside', 'Clean Bandit, Zara Larsson, Joseph Duveen, LODATO', 'Alec Joseph', 'Ray J, The Mob Group, Payso B', 'Franz Liszt, Dinu-Mihai Stefan', 'Alec Joseph', 'Tenside', 'Franz Liszt, Dinu-Mihai Stefan', 'Ludwig van Beethoven, Dinu-Mihai Stefan', 'Nick Tangorra', 'Clean Bandit, Sean Paul, Anne-Marie, Joseph Duveen, LODATO', 'Franz Liszt, Dinu-Mihai Stefan', 'Fox Stevenson', 'Ludwig van Beethoven, Dinu-Mihai Stefan', 'Ray J', 'Far Out', 'Shifta, Wayne Wonder', 'Ashla Taylor', 'B. Howard', 'TORN', 'Bella Dose', 'David Fanning', 'Faruk Sabanci, Axel', 'Bobbi Storm', 'Alpharock, Rhea Raj', 'Mark Dohner, Flight School', 'Mr. 2Kay, Reekado Banks', 'Felguk, Boogshe', 'DJ Spinz, K-Major', 'Billz', 'Amidy', 'Seth Hills, Pitchback', '6ig Angu5', 'Kayliox, IYFFE', 'Mike Destiny, Dekon', 'Helt Okej Boden', '1st Class Mob', 'Oxymorrons', 'Ameria', 'All the Rest', 'Sergioisdead, Matt Booth', 'Vorwerk', 'Loso Loaded, PnB Rock', 'Enesse', 'Drako', 'Sena Kana', 'RUMRS', 'LINC', 'Ginny Vee, Manovski, Alan Aguero', 'Embody, Matt Wilson', 'Charming Liars', 'Mehcad Brooks', 'Macro', 'Felixx', 'JADE, MOD SUN', 'Stephanie Quayle', 'Barachi', 'DJ Trauma, The Dan', 'Ladotee', ""Forever M.C., It's Different, Tech N9ne, KXNG Crooked, Chino XL, Rittz, DJ Statik Selektah"", 'Xenia Ghali', 'Whitney Woerz']",Bath,Maine
"['Louisiana Ca$h, Info, Quick, Money Bagz', 'Whop Bezzy, Boosie Badazz', 'Boosie Badazz, Foxx, Mouse', 'Level, Mouse On Da Track', 'Boosie Badazz, Webbie, Foxx', 'Brooks Jefferson', 'Boosie Badazz', 'Jaydayoungan', 'Jaydayoungan', 'Jaydayoungan', 'YoungBoy Never Broke Again', 'Webbie, Boosie Badazz, Lil Phat', 'WATCH THE DUCK, T.I., DJ E-Feezy, MERCE', 'Moneybagg Yo, YoungBoy Never Broke Again', 'Moneybagg Yo, YoungBoy Never Broke Again', 'YoungBoy Never Broke Again', 'YoungBoy Never Broke Again', 'Webbie, Mouse On Tha Track', 'The Band Of Heathens', 'Da Real Gee Money', 'Moneybagg Yo, YoungBoy Never Broke Again', 'Plies, YoungBoy Never Broke Again', 'Corey Smith', 'Hank Williams, Jr.', 'Yung Bleu', 'Moon Taxi', 'Lil Wayne', 'Riley Green', 'Mel McDaniel', 'David Allan Coe', 'The Revivalists', 'The Revivalists', 'The Revivalists', 'Alabama', 'Gucci Mane, Waka Flocka Flame, YG Hootie', 'Hank Williams, Jr.', 'OMB Peezy, YoungBoy Never Broke Again', 'Tracy Lawrence', 'Drake White', 'Jamey Johnson', 'Cody Jinks', 'Jamey Johnson', 'Hank Williams, Jr.', 'Cody Jinks', 'Cody Johnson', 'YFN Lucci', 'Brooks & Dunn', 'Birdman, Lil Wayne', 'YFN Lucci', 'Juvenile, Mannie Fresh, Lil Wayne', 'YFN Lucci, Wale', 'Young Dolph', 'David Allan Coe', 'Cody Johnson', 'Travis Porter, Tyga', 'Kenny Chesney', 'Cody Johnson', 'Derez Deshon', 'Eric Church', 'Travis Tritt', 'Craig Morgan', 'Cherub', 'Plies, Kodak Black', 'Jake Owen', 'Kenny Chesney', 'Whiskey Myers', 'Jimmy Buffett', 'Blac Youngsta', 'Speaker Knockerz', 'Lil Yachty, YoungBoy Never Broke Again', 'Keith Whitley', 'Jason Aldean', 'Big Tymers', 'Jimmy Buffett', 'Tracy Lawrence', 'Lil Wayne', 'Billy Currington', 'Kenny Chesney, Uncle Kracker', 'Scotty McCreery', 'Chris Stapleton', 'UGK, OutKast', 'Plies', 'Rich Homie Quan', 'Lil Wayne', 'Lynyrd Skynyrd', 'Alabama', 'Lil Dicky, Brain', 'Tracy Lawrence', 'Craig Morgan', 'The Band', 'Yo Gotti, YFN Lucci', 'Luke Combs', 'Luke Combs', 'George Strait', 'Craig Morgan', 'Whiskey Myers', 'Randy Travis', 'George Strait', 'George Strait', 'Waka Flocka Flame']",Baton Rouge,Louisiana
"['Casper Magico, Nio Garcia, Darell', 'Tommy Torres, Olga Tanon, Naiz, Luis Fonsi, Juan Luis Guerra 4.40, Jerry Rivera, Gilberto Santa Rosa, Cosculluela, Consuelo Schuster, Víctor Rivera, Gustavo Laureano, Javier Gómez, Gustavo Gonzalez, Kany Garcia, Pedro Capó, Oscar Serrano, Francisco ""Pirulo"" Rosado, Jowell, Randy Nota Loca, Yaire, Melina Leon, Diana Fuentes, Mickey Rivera, Ambar, Arcangel, Danny Fornaris, Tito ""El Bambino"", Ednita Nazario, Víctor Manuel, Barak', 'Pj Sin Suela', 'Almighty', 'Miky Woodz', 'Juhn', 'Nengo Flow, Darell', 'Jon Z', 'Jon Z, Ele A El Dominio', 'Nio Garcia, Darell, Casper Magico', 'Almighty', 'Bryant Myers, Miky Woodz', 'Darell, Sinfonico', 'Almighty, Bryant Myers, Pusho, Randy, Kendo, Noriel, Nengo Flow, Juanka', 'El Alfa, Farruko, Jon Z, Miky Woodz', 'Miky Woodz, Pusho, Juhn, Noriel', 'Juhn, Noriel, Jon Z, Lenny Tavárez, Miky Woodz', 'Frankie Ruiz', 'Kelmitt, Bad Bunny, Darell', 'Bad Bunny, Daddy Yankee, Anuel Aa, Cosculluela', 'Revol, Arcangel, Farruko, Ozuna, Bad Bunny, Cosculluela, Wisin, Nengo Flow, Alexio, Nicky Jam, Zion', 'Tommy Torres', 'Anuel Aa, Nengo Flow, Farruko, Casper Magico, Darell, Bad Bunny, Lil Geniuz, Sinfonico', 'Kany Garcia', 'Juhn, Bad Bunny, Noriel']",Bayamon,Puerto Rico
"['Mac Dre', 'Priceless Da Roc', 'Mac Dre', 'Nef The Pharaoh, Slimmy B', 'SOB X RBE', 'P-Lo, E-40', 'SOB X RBE', 'Nef The Pharaoh', 'SOB X RBE', 'Sufjan Stevens', 'Louis Futon, RKCB', 'Ravyn Lenae', 'E-40, Keak Da Sneak', 'Too $hort', 'Noname, Phoelix, Smino, Saba', 'ODESZA, Leon Bridges', 'Kamaiyah, YG', 'Jai Wolf, Mr Gabriel', 'Smino', 'Noname, The Mind', 'Noname', 'Mike Sherm', 'ODESZA, WYNNE, Mansionair', 'BROCKHAMPTON', 'Frankie Cosmos', 'Jamila Woods, Chance The Rapper', 'Porter Robinson', 'Smino', 'Berhana', 'Kasbo, Keiynan Lonsdale', 'Donnie Trumpet & The Social Experiment', 'Kasbo, Chelsea Cutler', 'Japanese Breakfast', 'ODESZA', 'Louis The Child, Evalyn', 'Soccer Mommy', 'SZA', 'SZA', 'SZA', 'BROCKHAMPTON', 'Mac Ayres', 'Beach House', 'BROCKHAMPTON', 'Smino', 'Louis The Child, Ashe', 'Gallant, Tablo, Eric Nam', 'Louis The Child, K.Flay', 'Solange, Lil Wayne', 'Frankie Cosmos', 'Jai Wolf', 'Porter Robinson, Amy Millan', 'Gallant', 'Sabrina Claudio', 'Porter Robinson, Madeon', 'Blood Orange']",Berkeley,California
"['Massage Music, Sleep Sounds of Nature, Spa & Spa', 'Massage Music, Sleep Sounds of Nature, Spa & Spa', 'Massage Music, Sleep Sounds of Nature, Spa & Spa', 'Deep Relaxation Meditation Academy, Sleep Meditation Dream Catcher, Baby Sleep Through the Night', 'The White Noise Zen & Meditation Sound Lab', 'The White Noise Zen & Meditation Sound Lab', 'The White Noise Zen & Meditation Sound Lab', 'Pilates in Mind', 'Soft Sexy Guitar - Chill Out Background Instrumental Music Songs, Cocktail Bar Chillout Music Ensemble, Yoga Workout Music', 'Spa & Spa, Mindfulness Meditation Music Spa Maestro, Tarifa Chill Out', 'Pilates in Mind', 'Pilates in Mind', 'Chillout Piano Session, Erotic Sexual Chill out Lounge Music Café, Breathe', 'Chillout Piano Session, Erotic Sexual Chill out Lounge Music Café, Breathe', 'Spa & Spa, Mindfulness Meditation Music Spa Maestro, Tarifa Chill Out', 'Nature Sounds, Nature Sounds Nature Music, Nature Sound Collection', 'Nature Sounds, Nature Sounds Nature Music, Nature Sound Collection', 'Chillout Lounge, Meditation Awareness, Healing Yoga Meditation Music Consort', 'Nature Sounds, Nature Sounds Nature Music, Nature Sound Collection', 'Chillout Lounge, Meditation Awareness, Healing Yoga Meditation Music Consort', 'Riley Lee', 'Chillout Lounge, Meditation Awareness, Healing Yoga Meditation Music Consort', 'Relajacion Conjunto, Musica Reiki, Musica Instrumental Para Relajar tus Sentidos', 'Massage Therapy Music, Spa', 'Massage Therapy Music, Spa', 'Spa', 'Spa', 'Relajacion Conjunto, Musica Reiki, Musica Instrumental Para Relajar tus Sentidos', 'Relajacion Conjunto, Musica Reiki, Musica Instrumental Para Relajar tus Sentidos', 'Riley Lee', 'Massage Therapy Music, Spa', 'Spa', 'C.A.V.O.K', 'Meditation Music Experience', 'Meditation Music Experience', 'Meditation Music Experience', 'Weathertunes', 'Euphonic Traveller', 'Mirage Of Deep', 'Deep Sleep Music Collective', 'Riley Lee', 'Deep Sleep Music Collective', 'Wade McNutt', 'Deep Sleep Music Collective', 'Greg de Vries, The Meditation Coach', 'Greg de Vries, The Meditation Coach', 'Greg de Vries, The Meditation Coach', 'Salt Of The Sound', 'Salt Of The Sound', 'Salt Of The Sound', 'Wade McNutt', 'Eskadet', 'Wade McNutt', 'Jim Brickman', 'Jim Brickman', 'Digital Rain', 'Jim Brickman', 'Faro', 'Five Seasons', 'Openzone Bar', 'Yantra Mantra', 'Marie Therese', 'Stargazer', 'Redlounge Orchestra', 'Jasmon']",Beverly Hills,California
"['Highlands Worship', 'Highlands Worship', 'Highlands Worship', 'River Valley Worship', 'Riley Green', 'Passion, Christy Nockels', 'Riley Green', 'Riley Green', 'Moneybagg Yo', 'Moneybagg Yo', 'Moneybagg Yo', 'Key Glock, Jay Fizzle', 'Passion, Melodie Malone', 'Key Glock', 'YFN Lucci', 'Key Glock', 'YFN Lucci', 'YFN Lucci', 'Jaydayoungan', 'Young Scooter', 'Lil Baby, Moneybagg Yo', 'Yung Bleu', 'Boosie Badazz', 'YFN Kay', 'Derez Deshon', 'Blac Youngsta, Lil Yachty', 'Plies, YoungBoy Never Broke Again', 'Blac Youngsta', 'Blac Youngsta', 'Derez Deshon', 'Lil Baby', 'Jaydayoungan', 'Jaydayoungan', 'Derez Deshon', 'YoungBoy Never Broke Again, Moneybagg Yo', 'Money Man', 'Webbie, Mouse On Tha Track', 'YoungBoy Never Broke Again', 'Lil Baby', 'BlocBoy JB', 'Pastor Troy', 'Young Dolph', 'Money Man', 'Rich Homie Quan', 'Young Dolph, T.I.', 'YoungBoy Never Broke Again', 'Rich Homie Quan', 'Money Man', 'Boosie Badazz', 'Rich Homie Quan', 'The Louisiana Blues Brothas, Major Clark Jr., Pokey', 'Boosie Badazz, Webbie', 'Muscadine Bloodline', 'Yung Bleu', 'Corey Smith', 'BlocBoy JB', 'Young Dolph, Gucci Mane, 2 Chainz, Ty Dolla $ign', 'The Belonging Co, Henry Seeley', 'Corey Smith', 'Da Real Gee Money', 'BlocBoy JB', 'Plies', 'Yo Gotti, YFN Lucci', 'Jason Isbell and the 400 Unit', 'Jeezy, Bankroll Fresh', 'Hillsong Young & Free', 'Tank', 'Plies, Kodak Black', 'Alabama', 'Elevation Worship', 'Moon Taxi', 'Young Scooter, YFN Lucci, Meek Mill', 'Passion, Brett Younker', 'Ralo, YoungBoy Never Broke Again', 'Elevation Worship', 'Hank Williams, Jr.', 'The Band Of Heathens', 'Ralo, Lil Baby', 'Kelly Price', 'NEEDTOBREATHE', 'OMB Peezy, YoungBoy Never Broke Again', 'Mykko Montana, K CAMP', 'Housefires', 'Snoop Dogg', 'Webbie', 'Hillsong Worship', 'Dru Hill', 'Silk', 'Peewee Longway', 'Jeezy, Future', 'Luke Combs', 'NEEDTOBREATHE', 'Tony! Toni! Toné!', 'Elevation Worship', 'NEEDTOBREATHE', 'Hillsong Worship', 'Young Nudy', 'Mint Condition', 'All Sons & Daughters', 'Mint Condition']",Birmingham,Alabama
"['Quinn XCII', 'Built To Spill', 'Quinn XCII', 'Quinn XCII', 'Dirty Heads', 'Jake Owen', 'Tech N9ne, Mackenzie Nicole', 'Dirty Heads, Tech N9ne', 'Tech N9ne, 2 Chainz, B.o.B', 'Dirty Heads', 'Shakey Graves', 'Jake Owen', 'Tech N9ne', 'Cults', 'Grizfolk', 'Lee Brice', 'Mitchell Tenpenny', 'Iration', 'Lee Brice', 'Rittz, Mike Posner', 'The Head and the Heart', 'Logic', 'Brooks & Dunn', 'Scotty McCreery', 'Trace Adkins', 'Tim McGraw', 'Lee Brice', 'The Head and the Heart', 'Blake Shelton', 'Mt. Joy', 'Kelsea Ballerini', 'Skizzy Mars, G-Eazy, Olivver the Kid', 'Ryan Caraveo', 'Eric Church', 'Billy Currington', 'The Head and the Heart', 'Dierks Bentley', 'Josh Turner', 'Futuristic, Dizzy Wright, Layzie Bone', 'Canaan Smith', 'Dylan Schneider', 'Iration', 'Cults', 'Rascal Flatts', 'Jon Pardi', 'Ray LaMontagne', 'Russ']",Boise,Idaho
"['Ray J, Boosie Badazz', 'Lake Street Dive', 'Kasbo, Frida Sundemo', 'A Boogie Wit da Hoodie', 'Mat Kearney, RAC', 'Quinn XCII, Kailee Morgue', 'YBN Nahmir', 'A Boogie Wit da Hoodie', 'Famous Dex', 'Sammy Adams', 'N.E.R.D, Rihanna, Drake', 'Jake Owen', 'Jay Critch, Harry Fraud', 'Marian Hill', 'Timeflies', 'Tory Lanez', 'Jay Critch, Rich The Kid', 'Rich The Kid, Trippie Redd', 'Hayley Kiyoko', 'NAV', 'A Boogie Wit da Hoodie', 'Mitchell Tenpenny', 'Logic, Big Sean', 'Lil Dicky, Chris Brown', 'Kasbo, Amanda Fondell', 'Ben Platt, Lin-Manuel Miranda', 'Lil Yachty, Trippie Redd', 'Jay Critch', 'Tory Lanez', 'Foster The People, Stereotypes', 'Tory Lanez, Future', 'Logic', 'Logic, Young Sinatra', 'Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J', 'Fabolous, Jadakiss', 'Tee Grizzley, Moneybagg Yo', 'Dropkick Murphys', 'Featherynatery, Jay Critch', 'Lake Street Dive', 'Diplo, Lil Xan', 'Cheat Codes, Danny Quest', 'Lil Skies, Rich The Kid', 'Whethan, Broods', 'BLVK JVCK, Jessie Reyez', 'Cousin Stizz, Offset', 'Thomas Rhett', 'Dan + Shay', 'Meek Mill', 'Keith Urban, Julia Michaels', 'Meek Mill', 'Johnny Rain', 'KYLE', 'Smokepurpp, Murda Beatz', 'Fabolous', 'KYLE, Kehlani', 'DJ Envy, Derez Deshon, 2 Chainz, Yo Gotti', 'Cousin Stizz', 'Rich The Kid', 'The Band', 'Lil Yachty, PnB Rock', 'No Jumper, Tay-K, BlocBoy JB', 'Belly, YG', 'XXXTENTACION', 'Meek Mill', 'BlocBoy JB, 21 Savage', 'Dave East, Wiz Khalifa', 'Jake Owen', 'Two Friends, Cosmos & Creature', 'FLETCHER', 'Zacarias Ferreira', 'Dispatch', 'Vince Staples', 'Lil Yachty, YoungBoy Never Broke Again', 'Louis The Child, Joey Purp', 'Dave East, Jeezy', 'Fabolous, Jadakiss', 'The Knocks, Foster The People', 'Leon Bridges', 'Filmore', 'Joyner Lucas, Chris Brown', 'Trouble, Mike WiLL Made-It, The Weeknd', 'Gucci Mane, Migos, Lil Yachty', 'XXXTENTACION, Rio Santana, Judah, Carlos Andrez', 'Vybz Kartel', 'Saweetie', 'Morgan Wallen, Florida Georgia Line', 'Cousin Stizz', 'Panic! At The Disco', 'G Herbo', 'Lake Street Dive', 'Donnie Trumpet & The Social Experiment', 'Taylor Swift', 'DJ Khaled, Drake', 'Loote', 'Alec Joseph', 'Jeremih', 'Dave East', 'RL Grime, Daya', 'PnB Rock, A Boogie Wit da Hoodie', 'DJ Khaled, JAY Z, Future, Beyoncé']",Boston,Massachusetts
"['Big Gigantic, Pell', 'GRiZ, Big Wild, Talib Kweli', 'Greensky Bluegrass', 'Big Wild', 'Pretty Lights', 'Pretty Lights', 'Papadosio', 'Pretty Lights', 'GRiZ, Son Little', 'Big Wild', 'GRiZ, Cherub', 'Greensky Bluegrass', 'Greensky Bluegrass', 'Pigeons Playing Ping Pong', 'The String Cheese Incident', 'Big Wild, Hundred Waters', 'Railroad Earth', 'The Wood Brothers', 'Galactic, Macy Gray', 'The Polish Ambassador, Mr. Lif, Ayla Nereo', 'The Wood Brothers', 'Twiddle', 'Mandolin Orange', 'Whethan, Oliver Tree', 'The Wood Brothers', 'Mt. Joy', 'Big Gigantic, Angela McCluskey', 'Louis The Child, Joey Purp', 'Whethan, Ashe', 'Hippie Sabotage', 'Dr. Dog', 'Shakey Graves', 'Louis The Child, Ashe', 'Louis The Child, Icona Pop', 'Shakey Graves', 'ODESZA, Leon Bridges', 'Grateful Dead', 'Dr. Dog', 'Dr. Dog', 'Shovels & Rope, Shakey Graves', 'The Band', 'Rainbow Kitten Surprise', 'Emancipator', 'Opia, Whethan', 'Langhorne Slim, The Law', 'Rainbow Kitten Surprise', 'Emancipator', 'Grateful Dead', 'Gregory Alan Isakov', 'Zeds Dead, Memorecks', 'Rainbow Kitten Surprise', 'Fruit Bats', 'NGHTMRE, SLANDER', 'ODESZA, WYNNE, Mansionair', 'Grateful Dead', 'STRFKR', 'Langhorne Slim, The Law', 'Hippie Sabotage', 'Mandolin Orange', 'Fruit Bats', 'Cherub', 'Shakey Graves', 'ODESZA', 'Kasbo, Chelsea Cutler', 'Mandolin Orange', 'Big Gigantic, Logic, ROZES', 'Houndmouth', 'Bahamas', 'Coast Modern', 'Houndmouth', 'Whethan, Mascolo', 'Lake Street Dive', 'Shovels & Rope', 'Just A Gent, NGHTMRE', 'The Oh Hellos', 'Rayland Baxter', 'Lake Street Dive', 'Gregory Alan Isakov', 'Caamp', 'ayokay, Quinn XCII', 'Gregory Alan Isakov', 'Houndmouth', 'Rayland Baxter', 'Mt. Joy', 'The Head and the Heart', 'Blitzen Trapper', 'Sylvan Esso', 'Spoon', 'Sylvan Esso', 'Trampled by Turtles', 'STRFKR', 'Emancipator', 'Moon Taxi', 'Hayden James, ODESZA', 'Local Natives', 'Sylvan Esso', 'NoMBe', 'Sweater Beats, KAMAU', 'Local Natives', 'Mt. Joy']",Boulder,Colorado
"['Jay Critch', 'Ceky Viciny, Tali', 'Don Q', 'HoodCelebrityy', 'Don Q', 'A Boogie Wit da Hoodie', 'Jay Critch, Don Q', 'La Insuperable', 'Toño Rosario', 'Don Q, A Boogie Wit da Hoodie', 'HoodCelebrityy', 'A Boogie Wit da Hoodie, Don Q', 'Blak Ryno', 'Zacarias Ferreira', 'A Boogie Wit da Hoodie, Don Q', 'Crazy Design, Liro Shaq', 'Geovanny Polanco', 'Anthony Santos', 'Anthony Santos', 'Jay Critch', 'Zacarias Ferreira', 'Raulin Rodriguez', 'PnB Rock', 'Teodoro Reyes', 'La Insuperable, Cromo X', 'Crazy Design', 'Raulin Rodriguez', 'David Kada', 'Lirico En La Casa', 'Anthony Santos', 'Kes', 'Machel Montano', 'Shelow Shaq', 'Mozart La Para, Chimbala, Liro Shaq', 'Featherynatery, Jay Critch', 'Zacarias Ferreira', 'Vybz Kartel', 'Kerwin Du Bois', 'Fabolous, Jadakiss', 'El Alfa', 'Ricky Blaze', 'Casanova', 'Lirico En La Casa', 'Ceky Viciny', 'Kes, Nailah Blackman', 'Musicologo The Libro, Lapiz Conciente', 'El Alfa', 'Kiko Rodriguez', 'El Alfa, La Manta', 'Yiyo Sarante', 'PnB Rock', 'PnB Rock', 'Uncle Murda, Young M.A, Dios Moreno', 'Yiyo Sarante', 'Chinx, MeetSims', 'Meek Mill', 'Yofrangel, Tali Goya, Ceky Viciny, Quimico Ultra Mega, Shelow Shaq', 'Los Toros Band', 'Alkaline', 'Fabolous, Jadakiss, Swizz Beatz', 'Raulin Rodriguez', 'Fabolous, Jadakiss', 'Tanto Metro & Devonte', 'Yoskar Sarante', 'El Alfa, Tali', 'Tali, Lito Kirino, Sensato', 'Erphaan Alves', 'Freezy', 'Alkaline', 'Yoskar Sarante', 'Lirico En La Casa, El Mayor Clasico', 'Liro Shaq el Sofoke', 'Chiquito Team Band', 'Los Toros Band', 'Amara La Negra', 'Young M.A', 'Joe Veras', 'Juelz Santana, A Boogie Wit da Hoodie', 'Kiko Rodriguez', 'Dexta Daps', 'Alkaline', 'Machel Montano, Super Blue', 'Joe Veras', 'DJ Khaled, Drake', 'Tory Lanez, Fabolous, Davo, Paloma Ford', '6ix9ine', 'Héctor Acosta ""El Torito""', 'Dave East, Jeezy', 'Rowdy Rebel, Bobby Shmurda', 'Jadakiss, Styles P', 'Alex Bueno', 'Dave East, Lloyd Banks', 'Tory Lanez', '6ix9ine, Fetty Wap, A Boogie Wit da Hoodie', 'Aidonia', 'Yiyo Sarante', 'Kranium, Tory Lanez', 'Charly Black', 'Dave East', '6ix9ine, Tory Lanez, Young Thug']",Bronx,New York
"['HoodCelebrityy', 'Jay Critch', 'HoodCelebrityy', 'Machel Montano', 'A Boogie Wit da Hoodie', 'Kes', 'Jay Critch, Don Q', 'Kerwin Du Bois', 'Blak Ryno', 'Kes, Nailah Blackman', 'A Boogie Wit da Hoodie, Don Q', 'Erphaan Alves', 'Don Q, A Boogie Wit da Hoodie', 'A Boogie Wit da Hoodie', 'Jay Critch, Harry Fraud', 'Zacarias Ferreira', 'Sufjan Stevens', 'Ricky Blaze', 'La Insuperable', 'Omer Adam, Lior Narkis', 'Anthony Santos', 'Toño Rosario', 'Vybz Kartel', 'Don Q', 'Anthony Santos', 'Machel Montano, Super Blue', 'Don Q, A Boogie Wit da Hoodie', 'Raulin Rodriguez', 'PnB Rock', 'Raulin Rodriguez', 'Freezy', 'Featherynatery, Jay Critch', 'Fabolous, Jadakiss', 'Machel Montano', 'Anthony Santos', 'Amara La Negra', 'Zacarias Ferreira', 'Tanto Metro & Devonte', 'Linky First', 'Alkaline', 'Fabolous, Jadakiss, Swizz Beatz', 'Casanova', 'Alkaline', 'Dexta Daps', 'Alkaline', 'Popcaan', 'Aidonia', 'Fabolous, Jadakiss', 'Crazy Design, Liro Shaq', 'Zacarias Ferreira', 'Popcaan', 'DJ Khaled, Drake', 'Popcaan', 'Meek Mill', ""The Lox, Lil' Kim, DMX"", 'Kranium, Tory Lanez', 'Rowdy Rebel, Bobby Shmurda', 'Beach House', 'Lirico En La Casa', 'Kiko Rodriguez', 'Tory Lanez, Fabolous, Davo, Paloma Ford', 'PnB Rock', 'Tory Lanez', 'PnB Rock', 'Terror Fabulous, Nadine Sutherland', 'Aidonia', 'Los Toros Band', 'Ceky Viciny', 'I Wayne', 'El Alfa', 'Young M.A', 'Vybz Kartel', 'Vybz Kartel, Masicka', 'Mozart La Para, Chimbala, Liro Shaq', 'Jadakiss, Styles P', 'Arthur Russell', 'Tory Lanez', 'Raulin Rodriguez', 'Blood Orange', 'Dirty Projectors', 'Ben Platt, Lin-Manuel Miranda', 'Jadakiss, Styles of The Lox', '6ix9ine', 'Dirty Projectors', 'Dave East, Jeezy', 'Cam’ron, Kanye West, Syleena Johnson', '6ix9ine, Fetty Wap, A Boogie Wit da Hoodie', 'Joe Veras', 'Soccer Mommy', '6ix9ine, Tory Lanez, Young Thug', 'N.E.R.D, Rihanna, Drake', 'Jay Som', 'Dave East, French Montana', 'Lirico En La Casa', 'Dave East', 'Big Thief', 'The Diplomats, Cam’ron, Juelz Santana', 'Konshens', 'Lucy Dacus', 'Mr. Vegas']",Brooklyn,New York
