Artists,City,State
"['AllBlack, DaBoii', 'Yhung T.O.', 'Lil Pete', 'Mozzy, Yhung T.O., Too $hort, Dcmbr', 'Slimmy B', 'Mike Sherm', 'Nef The Pharaoh, Slimmy B', 'Yid, Lil Yee', 'SOB X RBE', 'The Jacka, Andre Nickatina', 'DaBoii', 'Drakeo the Ruler, SOB X RBE', 'Prezi', 'Kiing Rod', 'Mac Dre', 'Philthy Rich, Iamsu!', 'Kt Foreign, Nef The Pharaoh, Yhung T.O.', 'P-Lo, E-40', 'Keak Da Sneak', 'Salsalino, AngleTeam Marvo', 'Iamsu!', 'E-40, B-Legit, P-Lo', '03 Greedo', 'RJMrLA, Iamsu!', 'Kamaiyah, YG', 'Berner', 'Shoreline Mafia', 'Too $hort', 'YG', 'OMB Peezy, YoungBoy Never Broke Again', 'Mustard, Ty Dolla $ign', 'T3R Elemento', 'LEGADO 7', 'Arsenal Efectivo', 'Hijos De Leyva', 'Los Hijos De Garcia', 'Ella Mai', 'El Fantasma', 'Voz De Mando, El Fantasma', 'Omar Ruiz', 'Grupo Codiciado', 'El de La Guitarra', 'Keyshia Cole', 'Los Cuates de Sinaloa', 'Problem', 'El Coyote Y Su Banda Tierra Santa', 'Nipsey Hussle, YG', 'Phora', 'Ariel Camacho y Los Plebes Del Rancho', 'Traviezoz de la Zierra', 'Kevin Ortiz, Ulices Chaidez', 'Grupo Maximo Grado', 'Tee Grizzley', 'DJ NRD, Queen', 'Jacquees, DeJ Loaf', 'Lenin Ramírez', 'Layton Greene', 'Los Dareyes De La Sierra', 'T-Pain', 'Sage The Gemini', 'Adriel Favela', 'Adrian Marcel, Sage The Gemini']",Antioch,California
"['Yella Beezy', 'MO3', 'Lil Ronny Motha F', 'Trapboy Freddy, Go Yayo, G$ Lil Ronnie, Slezzy Bezzy, Yella Beezy, Lil Cj Kasino', 'Go Yayo', 'Mr. Pookie', 'LilCJ Kasino', 'Big Tuck', 'La Fiera de Ojinaga, La Energia Nortena', 'Paraiso Tropical', 'Luna Luna', 'La Energia Nortena', 'La Alianza Norteña', 'Conjunto Rio Grande', 'Los Pescadores Del Rio Conchos', 'Grupo Legitimo', 'La Furia del Bravo', 'La Fe Norteña De Toño Aranda', 'ABN', 'La Maquinaria Norteña', 'La Reunion Nortena', 'Pepe Tovar Y Los Chacales, Los Chacales', 'Z-Ro', 'La Firmeza Norteña', 'Massore', 'Pimp C', 'Revancha Nortena', 'La Fe Norteña', 'Conjunto Azabache', 'Konzentido de Afid Ferrer', 'Pepe Tovar, Pepe Tovar Y Los Chacales', 'South Park Mexican', 'Retoños Del Rio', 'Estilo Chihuahua', 'Adolfo Urias', 'Sueño Norteño', 'Los Indomables De Cedral', 'Gucci Mane', 'YUNG NATION', 'Slim Thug, Z-Ro', 'Conjunto Amanecer', 'Conjunto Invicto', 'Lil Keke', 'Conjunto Agua Azul', 'Conjunto Nube', 'Conjunto Peña Blanca', 'Sabor Kolombia', 'Polo Urias', 'UGK', 'Gary Hobbs', 'La Zenda Norteña', 'Norteños de Ojinaga', 'C-Note, Gucci Mane', 'Paull Wall & Chamillionaire', 'Chalie Boy', 'Big Moe', 'Los Vendavales de Adan Melendez', 'Geru y Su Legion 7', 'Polo Urias Y Su Maquina Norteña', 'Boosie Badazz, Webbie', 'Key Glock, Jay Fizzle', 'Webbie', 'Luis Sanchez y su Corazon Norteño', 'Dj Crazy Mix', 'Young Dolph, Boosie Badazz', 'Los Caciques de San Luis', 'Cumbre Norteña', 'Juan Gotti', 'Los Rieleros Del Norte', 'Conjunto Renacer', 'Los Rugar', 'Antoine All-Stars', 'Money Man', 'Bun B', 'Jay Pérez', 'Los Avila', 'Hawk, Big T', 'Siggno', 'Ram Herrera', 'Trae Tha Truth', 'Moneybagg Yo', 'Michael Salgado', 'Paul Wall, Mouse, Webbie', 'Koe Wetzel', 'Paralelo Norte', 'Sauce Walka', 'Alvaro Montes y Su Aguila Norteña', 'Lil C, Tyte Eyez, DJ Screw, Big Moe, Z-Ro', 'Arsenal Efectivo', 'Beto Quintanilla', 'Scarface, Z-Ro', 'Elida Reyna Y Avante', 'Mazz', 'La Nueva Onda NorteÑa', 'DJ DMD, Fat Pat, Lil Keke', 'Los Diamantes De Ojinaga', 'Tela, 8Ball, MJG', 'La Tropa F', 'Contrabandistas de San Luis', 'La Mafia, Jay Pérez, Fama, Eddie Gonzalez, Los Palominos, La Tropa F, Elida, Avante, Ram Herrera, David Marez, Shelly, Lares']",Arlington,Virginia
"['Capital City Music, Dion Davis', ""The Dirty Guv'nahs"", 'Tom Jones', 'Rainbow Kitten Surprise', 'Futurebirds', 'Twin Peaks', 'Moon Taxi', 'Waka Flocka Flame', 'Japanese Breakfast', 'John Mulaney', 'Caamp', 'WATCH THE DUCK, T.I., DJ E-Feezy, MERCE', 'Pat Barrett, Steffany Gretzinger, Amanda Cook', 'Corey Smith', 'Johnnyswim', 'Riley Green', 'The Band CAMINO', 'The Revivalists', 'Rita Springer', 'Judah & the Lion', 'Steffany Gretzinger', 'Housefires', 'United Pursuit', 'Josh Garrels', 'Dylan Scott', 'Amanda Cook, Bethel Music', 'Snail Mail', 'Thirdstory', 'Will Reagan, United Pursuit', 'Kings Kaleidoscope', 'Hippo Campus', 'Colony House', 'Jeremy Riddle, Bethel Music', 'NEEDTOBREATHE', 'The Avett Brothers', 'Hillsong Worship', 'Houndmouth', 'North Point InsideOut, Seth Condrey', 'Hillsong United', 'Tyler Childers', 'John Mark McMillan, Sarah McMillan', 'DJ Esco, Future, Ty Dolla $ign', 'The Allman Brothers Band', 'Cherub', 'Manchester Orchestra', 'Grateful Dead', 'Hank Williams', 'Shane & Shane', 'Ty Dolla $ign, Future, Rae Sremmurd, Louis The Child', 'The Band', 'Shakey Graves', 'COIN', 'Kacey Musgraves', 'Shovels & Rope, Shakey Graves', 'The Wood Brothers', 'HoodRich Pablo Juan', 'Dr. Dog', 'Cory Asbury', 'The Head and the Heart', 'Alabama', 'Gunna, Lil Baby, Young Thug', 'All Sons & Daughters', 'Jason Isbell', 'Passion, Sean Curran', 'Melissa Helser, Jonathan David Helser, Bethel Music', 'Local Natives', 'Young the Giant', 'Bleachers', 'MisterWives', 'Young Thug, Millie Go Lightly', 'Coast Modern', 'Morgan Wallen', 'Mosaic MSC', 'Ra Ra Riot, Rostam', 'Jordan Davis', 'Max Frost', 'Crowder', 'Steve Moakler', 'Grizfolk', 'David Crowder Band', 'Alex Newell, Jess Glynne, DJ Cassidy, Nile Rodgers, Audien', 'Louis The Child, Icona Pop', 'Grouplove', 'Tyler Braden', 'Phil Wickham, Madison Cunningham', 'Vulfpeck', 'Neutral Milk Hotel', 'Fruit Bats', 'Lil Baby, Gunna', 'Bad Suns', 'Elevation Worship', 'Jon Langston', 'Lord Huron', 'The Oh Hellos', 'Saint Motel', 'The Lulls', 'Bahamas', 'Hillsong Young & Free', 'Gucci Mane', 'Sylvan Esso']",Athens,Georgia
"['ACC Worship', 'Highlands Worship', 'Riley Green', 'Passion, Kristian Stanfill', 'Moon Taxi', 'Will Reagan, United Pursuit', 'United Pursuit', 'All Sons & Daughters', 'Elevation Worship', 'Housefires', 'Hillsong Worship', 'Shane & Shane', 'NEEDTOBREATHE', 'North Point InsideOut, Seth Condrey', 'Cory Asbury', 'Phil Wickham, Madison Cunningham', 'Steffany Gretzinger', 'Mosaic MSC', 'DJ Esco, Future, Ty Dolla $ign', 'WATCH THE DUCK, T.I., DJ E-Feezy, MERCE', 'Kalley Heiligenthal, Bethel Music', 'Hillsong United', 'Alabama', 'Hank Williams, Jr.', 'Luke Combs', 'Chris Tomlin', 'The Band', 'David Crowder Band', 'one sonic society', 'Kristene Dimarco, Bethel Music', 'The Band Of Heathens', 'Lauren Daigle', 'The Belonging Co, Lauren Daigle', 'Crowder, Tauren Wells', 'Chris Stapleton', 'Matt Maher', 'Citipointe Live', 'Kari Jobe']",Auburn,Washington
"['The John Dank Show, Gabrielle Paynter', 'JED, Charlotte', 'Wooster', 'Tribal Theory', 'Garrett Douglas', 'The Green', 'The Green', 'Nesian N.I.N.E.', 'Kimie Miner', 'Kolohe Kai', 'Rebel Souljahz', 'Maoli', 'Common Kings', ""Kimie', Imua Garza"", 'Jordan T', 'Sammielz', 'J Boog', 'Anuhea', 'Sammy Johnson', 'Finn Gruva', 'Spawnbreezie', 'Fiji, J Boogs', 'One Drop', 'Josh WaWa White, DAK', 'Bo Napoleon', 'Katchafire', 'Sons Of Zion, Israel Starr', 'Fiji', 'SDIB', 'Natural Vibrations', 'MAGIC!', 'Iration', 'Jeremy Passion', 'Russ', 'Rebelution', 'Jhene Aiko, Childish Gambino', 'SOJA, Chris Boomer', 'Tatiana Manaois', 'The Expendables', 'Keyshia Cole', 'Pitbull, Stephen Marley']",Barrigada Guam,N/A
"['The Wood Brothers', 'Greensky Bluegrass', 'Shovels & Rope, Shakey Graves', 'Langhorne Slim, The Law', 'Fruit Bats', 'Dr. Dog', 'Rayland Baxter', 'Dawes', 'The Avett Brothers', 'Shakey Graves', 'Joseph', 'The Milk Carton Kids', 'Gregory Alan Isakov', 'The Head and the Heart', 'Dispatch', 'Mandolin Orange', 'Local Natives', 'Houndmouth', 'Ray LaMontagne', 'Rebelution', 'Ra Ra Riot, Rostam', 'Pepper', 'Spoon', 'The Band']",Bend,Oregon
"['G Herbo', 'Lud Foe', 'Lil Bibby', 'Chief Keef', 'Young Pappy', 'FBG Duck', 'G Herbo', 'Lil Durk', 'Tee Grizzley, Lil Durk', 'Moneybagg Yo, Lil Durk', 'Los Originales De San Juan', 'El Fantasma', 'Xtreme', 'Industria del Amor', 'Speaker Knockerz', 'Banda La Costeña', 'Voz De Mando, El Fantasma', 'El de La Guitarra', 'Tony! Toni! Toné!', 'Los Cuates de Sinaloa', 'Los Telez', 'Arsenal Efectivo', 'Los Rehenes', 'Jeezy, Bankroll Fresh', 'Los Morros Del Norte', 'Grupo Kual?', 'Los Rieleros Del Norte', 'Los Dareyes De La Sierra', 'Tank', 'Los Huracanes del Norte', 'LEGADO 7', 'Los Acosta', 'Grupo Bryndis', 'Los Fugitivos', 'Alacranes Musical', 'El Coyote Y Su Banda Tierra Santa', 'YFN Lucci, Rick Ross, Bigga Rankin', 'YoungBoy Never Broke Again', 'Dru Hill', 'Los Hijos De Garcia', 'Raymix', 'T3R Elemento, Salazar Y Su Nueva Eskuela', 'Lil Baby', 'Montana of 300', 'Roberto Tapia', 'A Boogie Wit da Hoodie', 'Jon B.', 'El Tigrillo Palma', 'El Trono de Mexico', 'Derez Deshon', 'Samuray', 'Carlos y Alejandra', 'Banda Machos', 'Donell Jones', 'Plies, YoungBoy Never Broke Again', 'Banda Sinaloense MS de Sergio Lizárraga', 'Los Tucanes De Tijuana', 'Omar Ruiz', 'Lyfe Jennings', 'Bun B', 'Grupo Mojado', 'Regulo Caro', 'Blac Youngsta, Lil Yachty', 'Los Alegres de la Sierra', 'Young Scooter', 'Ro James', 'Chayín Rubio', 'Yo Gotti, YFN Lucci', 'Los Buitres De Culiacan Sinaloa', 'Edwin Luna y La Trakalosa de Monterrey', 'Star Cast, Keke Palmer', 'Kanales', 'Case', 'Banda Carnaval', 'Banda Los Sebastianes', 'Mint Condition', 'Joan Sebastian', 'Banda El Recodo', 'Los Mier', 'Troop', 'Vagon Chicano', 'Los De La Noria', 'Young Dolph', 'Shy Glizzy', 'Los Temerarios', 'Layton Greene', 'Los Inquietos Del Norte', 'Noel Torres', 'Prince Royce', 'Hijos De Leyva', 'Yung Bleu', 'Kevin Gates', 'DJ NRD, Queen', 'Los Angeles De Charly', 'Los Socios Del Ritmo', 'Grupo Codiciado', 'Toby Love, Rakim, Ken-Y', 'Phora', 'Ulices Chaidez Y Sus Plebes', 'Liberación']",Berwyn,Illinois
"['WATCH THE DUCK, T.I., DJ E-Feezy, MERCE', 'Sammy Adams', 'Montana of 300', 'Alabama', 'Gucci Mane, Waka Flocka Flame, YG Hootie', 'Rainbow Kitten Surprise', 'Bryce Vine', 'Moon Taxi', 'Cherub', 'Magic Man', 'Smallpools', 'T-Pain, Lil Yachty', 'Sweater Beats, KAMAU', 'Aer', ""The Mowgli's"", 'Quinn XCII', 'MisterWives', 'Judah & the Lion', 'Alex Newell, Jess Glynne, DJ Cassidy, Nile Rodgers, Audien', 'Kaiydo', 'COIN', 'Louis The Child, Icona Pop', 'Zac Brown Band', 'DJ Esco, Future, Young Thug', 'Bad Suns', 'NEEDTOBREATHE', 'WALK THE MOON', 'DREAMERS', 'Housefires', 'Neon Trees', 'Bleachers', 'Andrew McMahon in the Wilderness', 'ayokay', 'Donnie Trumpet & The Social Experiment', 'King Harvest', 'Max Frost', 'Wes Walker, Dyl', 'Grizfolk', 'Kanye West', 'The Band', 'DRAM', 'The Lulls', 'Cooper Sams', 'Vic Mensa', 'The Avett Brothers', 'The Lumineers', 'Passion Pit', 'Billy Joel', 'Big Wild, Tove Styrke', 'Kenny Chesney', 'Salva, Young Thug, Freddie Gibbs, A$AP Ferg', 'Marc E. Bassy, Bobby Brackins', 'Whethan, Mascolo', 'Young the Giant', 'Jon Bellion', 'Coast Modern', 'Chance The Rapper, T-Pain, Kirk Franklin, Eryn Allen Kane, Noname', 'Lights & Motion', 'Just A Gent, NGHTMRE', 'At The End Of Times, Nothing', 'Evolution of Stars', 'Fitz and The Tantrums', 'U137', 'Hippo Campus', 'KYLE, Miguel', 'David Wingo', 'United Pursuit', 'The Head and the Heart', 'Kid Cudi, Kanye West', 'Travis Porter, Tyga', 'Eric Paslay', 'Jake Owen', 'Childish Gambino', 'Skizzy Mars, G-Eazy, Olivver the Kid', 'Keith Kenniff, Goldmund', 'Morgan Wallen', 'Saint Motel', 'Migos', 'Rodney Atkins, The Fisk Jubilee Singers', 'lovelytheband', 'NGHTMRE, SLANDER', 'Grateful Dead', 'Glass Animals', 'Suss', 'Elise Magnefold', 'JAY Z, Kanye West', 'Rascal Flatts', 'ODESZA, WYNNE, Mansionair', 'The Chainsmokers, sirenXX', 'Hank Williams', 'Thomas Rhett', 'What So Not, Branchez', ""Plain White T's"", 'Balmorhea', 'Chelsea Cutler', 'Trent Harmon', 'LANCO', 'Lil Dicky, Brendon Urie', 'Cage The Elephant', 'Meek Mill']",Blacksburg,Virginia
"['Mandolin Orange', 'Caamp', 'The Wood Brothers', 'Shovels & Rope, Shakey Graves', 'Greensky Bluegrass', 'Trampled by Turtles', 'Blitzen Trapper', 'Mipso', 'Shakey Graves', 'Lake Street Dive', 'Rayland Baxter', 'Rainbow Kitten Surprise', 'Ryan Bingham', 'Fruit Bats', 'The Steeldrivers', 'Tyler Childers', 'The Devil Makes Three', 'Langhorne Slim, The Law', 'Houndmouth', 'Dawes', 'Gregory Alan Isakov', 'Lewis Del Mar', 'Turnpike Troubadours', 'Dr. Dog', 'The Avett Brothers', 'The Arcs', 'Jason Isbell', 'Bahamas', 'John Prine', 'The Head and the Heart', 'Half Moon Run', 'Sturgill Simpson', 'Foreign Air', 'Lucius', 'Local Natives', 'The Band', 'The Milk Carton Kids', 'Sylvan Esso', 'The Oh Hellos', 'Chris Stapleton', 'Cody Jinks', 'Pretty Lights', 'Coast Modern', 'Lord Huron', 'NoMBe', 'Generationals', 'Dispatch', 'Grizfolk', 'Milo Greene', 'Ra Ra Riot, Rostam', 'Atmosphere', 'Old Crow Medicine Show', 'Whiskey Myers', 'Mt. Joy', 'Hippo Campus', 'Glass Animals', 'Trevor Hall', 'Family and Friends', 'Jerrod Niemann', 'Jason Isbell and the 400 Unit', 'Nitty Gritty Dirt Band', 'First Aid Kit', 'Big Wild', 'Blind Pilot', 'Jon Pardi', 'Louis The Child, Ashe', 'Joseph', 'Edward Sharpe & The Magnetic Zeros', 'Josh Turner', 'Grateful Dead', 'Montgomery Gentry', 'Aaron Watson', 'Max Frost', 'Brooks & Dunn', 'A Blaze of Feather', 'Spoon', 'Slightly Stoopid', 'John Michael Montgomery', 'Eli Young Band', 'Sjowgren', 'Brett Eldredge', 'Cody Johnson', 'Aer', 'Bryce Vine', 'The Brinks', 'Brothers Osborne', 'Freedom Fry', 'Nathaniel Rateliff & The Night Sweats', 'Hozier', 'Ray LaMontagne', 'Whethan, Oliver Tree', 'Judah & the Lion', 'STRFKR', 'The Revivalists', 'Birdtalker', 'Ryan Montbleau', 'David Lee Murphy', 'Devin Dawson', 'The Lumineers', 'The Barr Brothers']",Bozeman Montana,N/A
"['Duelo', 'Randy Rogers Band', 'Ramon Ayala Y Sus Bravos Del Norte', 'Cuco', 'Bobby Pulido', 'Russ', 'Calibre 50', 'Bad Bunny', 'A.CHAL', 'Alta Consigna', 'Ulices Chaidez Y Sus Plebes', 'Cornelio Vega y su Dinastia', 'Banda Sinaloense MS de Sergio Lizárraga', 'Christian Nodal', 'Ariel Camacho y Los Plebes Del Rancho', 'Brooks & Dunn', 'Los Plebes del Rancho de Ariel Camacho', 'XXXTENTACION', 'Rvssian, Bad Bunny, Farruko, Nicky Jam, King Ko$a', 'Drake', 'Pesado', '$uicideBoy$, Pouya', 'Arcangel, Bad Bunny', 'Trippie Redd', 'A Boogie Wit da Hoodie', 'Logan Paul', 'Jory Boy, Bad Bunny', 'T3R Elemento', 'Phora', 'Intocable', 'Ozuna', 'Virlan Garcia', 'Play-N-Skillz, Wisin, Frankie J, Leslie Grace', 'Farruko, Bad Bunny, Ozuna, DJ Luian, Nengo Flow, Arcangel, Mambo Kings', 'Gigolo Y La Exce, Bad Bunny', 'Gerardo Ortiz', 'NAV', 'Regulo Caro', 'La Arrolladora Banda El Limón De Rene Camacho', 'Pepe Quintana, Farruko, Ozuna, Arcangel, Anuel Aa, Bryant Myers, Kevin Roldan, Nengo Flow, Alexis La Bestia, Ñejo', 'Edwin Luna y La Trakalosa de Monterrey', 'Trap Capos, Noriel, Anuel Aa, Baby Rasta', 'Lary Over, Anuel, Bryant Myers, Almighty, Brytiago']",Brownsville,Texas
"['Shoreline Mafia', 'YG', 'Kamaiyah, YG', 'Mike Sherm', 'Iration', 'Common Kings', 'J Boog, Peetah Morgan', 'Dmac', 'Priceless Da Roc', 'Dom Kennedy', 'Rebelution', 'SOB X RBE', 'Too $hort', 'Lil Rob', 'The Green', 'Sublime', 'Slightly Stoopid', 'The Expendables', 'Snoop Dogg, Kurupt, Nate Dogg, Warren G', 'P-Lo, E-40', 'Dirty Heads, Rome of Sublime with Rome', 'Nef The Pharaoh', ""Stick Figure, TJ O'Neill"", 'Tribal Seeds', 'Nipsey Hussle', 'Anthony Gonzalez, Antonio Sol', 'E-40, YG, Problem, Iamsu!', 'Rex Orange County', 'Pepper', '311', 'Atmosphere', 'T-Pain', 'Hippie Sabotage', '$uicideBoy$, Pouya', 'Bone Thugs-N-Harmony', 'Pouya', 'Tyler, The Creator, Kali Uchis', 'BROCKHAMPTON', 'The Game, Jeremih', 'Big Sean, Chance The Rapper, Jeremih', 'Louis The Child, Joey Purp', 'SZA', 'A$AP Rocky', 'Jeremy Passion', 'Trippie Redd', 'Banes World', 'Seven Lions, Skyler Stonestreet', 'Kehlani', 'Ookay', 'The Growlers', 'Alina Baraz, Khalid', 'Cherub', 'Porter Robinson', 'ODESZA, Shy Girls', 'Shwayze', 'Logic, Wiz Khalifa', 'Ab-Soul, Anderson .Paak, James Blake', 'Kali Uchis, Tyler, The Creator, Bootsy Collins', 'Warren G, O.G.L.B.', 'Mustard, Quavo, YG', 'Alanna Ubach, Antonio Sol', 'The Revivalists', 'Donnie Trumpet & The Social Experiment', 'Wale, Miguel', 'The-Dream, Fabolous', 'ScHoolboy Q, 2 Chainz, Saudi', 'Frank Ocean', 'Jhene Aiko', 'Ty Dolla $ign, YG', 'Mozzy, Sjava, Reason', 'Vince Staples', 'GoldLink, Brent Faiyaz, Shy Glizzy', 'Kaskade, Charlotte Lawrence', 'Travis Porter, Tyga', 'SLANDER, Eric Leva', 'Baby Bash, Akon', 'Khalid, Swae Lee', 'Daniel Caesar', 'Twista, Kanye West, Jamie Foxx', 'Hundred Waters, Chance The Rapper, Robin Hannibal, Moses Sumney, Skrillex', 'Steve Lacy', 'Miguel, Travis Scott', 'Kanye West', 'Whethan, Ashe', 'Arsenal Efectivo', '2 Chainz, Ty Dolla $ign, Trey Songz, Jhene Aiko', 'What So Not, Branchez', 'Mac Ayres', 'Nivea, Brian Casey, Brandon Casey', 'Geto Boys', 'A$AP Mob, A$AP Rocky, Playboi Carti, Big Sean', 'Yung Bans', 'Zacari, Babes Wodumo', 'Illenium, Nevve', 'Sabrina Claudio', 'Majid Jordan', 'Sage The Gemini', 'No Doubt', 'JAY Z, Kanye West', 'Aminé, Kehlani']",Buena Park,California
"['The Wild Reeds', 'Wild Child', 'Lake Street Dive', 'Twiddle', 'Frankie Cosmos', 'Stello', 'Whitney', 'Shakey Graves', 'Dr. Dog', 'Noname', 'Vulfpeck', 'Sylvan Esso', 'STRFKR', 'The Wood Brothers', 'Houndmouth', 'Fruit Bats', 'Big Thief', 'Rainbow Kitten Surprise', 'The Band', 'Hippo Campus', 'CZARFACE, MF DOOM', 'Dispatch', 'Yo La Tengo', 'Pinegrove', 'Rayland Baxter', 'Grateful Dead', 'Shovels & Rope, Shakey Graves', 'The Head and the Heart', 'Car Seat Headrest', 'Blitzen Trapper', 'Father John Misty', 'Langhorne Slim, Jill Andrews', 'Lucius', 'TV Girl', 'Bahamas', 'Local Natives', 'Van Morrison', 'Gregory Alan Isakov', 'Japanese Breakfast', 'Neutral Milk Hotel', 'Bon Iver', 'Youth Lagoon', 'The Avett Brothers', 'Leon Bridges', 'The Allman Brothers Band', 'Mild High Club', 'Yellow Days', 'Ra Ra Riot, Rostam', 'King Harvest', 'Steely Dan', 'Mt. Joy', 'Mandolin Orange', 'Isaiah Rashad', 'Domo Genesis, Anderson .Paak', 'Glass Animals', 'Hozier', 'Talking Heads', 'Coast Modern', 'Foxygen', 'Louis The Child, Ashe', 'Wilco', 'Lizzo', 'Maggie Rogers', 'Lord Huron', 'Thundercat', 'Pavement', 'ODESZA, Leon Bridges', 'Kurt Vile', 'The Milk Carton Kids', 'BROCKHAMPTON', 'Anderson .Paak', 'Spoon', 'HOMESHAKE', 'Alvvays', 'COIN', 'Flatbush Zombies, Dia', 'Alabama Shakes', ""The Mowgli's"", 'Generationals', 'EARTHGANG, J.I.D', 'The Lumineers', 'Ween', 'The Velvet Underground', 'Still Woozy', 'Anderson East', 'Earl Sweatshirt', 'DREAMERS', 'Edward Sharpe & The Magnetic Zeros', 'Chastity Belt', 'Unknown Mortal Orchestra', 'Neil Young', 'NxWorries, Anderson .Paak, Knxwledge']",Burlington Vermont,N/A
"['Meek Mill', 'PnB Rock', 'Lil Durk', 'Tee Grizzley, Meek Mill', 'Moneybagg Yo', 'A Boogie Wit da Hoodie, Don Q', 'G Herbo', 'Lil Baby', 'Donell Jones', 'YFN Lucci, Meek Mill', 'Rick Ross, Raphael Saadiq', 'DJ Drama, Chris Brown, Fabolous, Trey Songz, Jhene Aiko, Tory Lanez', 'Derez Deshon', 'YoungBoy Never Broke Again', 'Tank', 'New Edition', 'Dave East, Wiz Khalifa', 'Jon B.', 'Jacquees, DeJ Loaf', 'DJ NRD, Queen', 'Yo Gotti, Meek Mill', 'Shy Glizzy, Trey Songz, A Boogie Wit da Hoodie', 'Lil Uzi Vert', 'Future', 'Lloyd', 'Casanova', 'Layton Greene', 'Remy Ma, Chris Brown', '6ix9ine, Fetty Wap, A Boogie Wit da Hoodie', 'Blac Youngsta', 'Jaheim']",Camden,New Jersey
"['Alex Rose, Myke Towers', 'Pj Sin Suela', 'Miky Woodz', 'Juhn', 'Casper Magico, Nio Garcia, Darell', 'Almighty', 'Jhay Cortez, Darell, Nengo Flow, Almighty, Miky Woodz, Myke Towers', 'Darkiel, Almighty, Darell, Pusho, Miky Woodz, Juhn', 'Nio Garcia, Darell, Casper Magico', 'Nengo Flow, Darell', 'Darell, Sinfonico', 'Farruko', 'Bryant Myers, Miky Woodz', ""Christine D'Clario"", 'El Alfa, Farruko, Jon Z, Miky Woodz', 'Bad Bunny, Daddy Yankee, Anuel Aa, Cosculluela', 'Cultura Profética', 'Kelmitt, Bad Bunny, Darell', 'Revol, Arcangel, Farruko, Ozuna, Bad Bunny, Cosculluela, Wisin, Nengo Flow, Alexio, Nicky Jam, Zion', 'Anuel Aa, Nengo Flow, Farruko, Casper Magico, Darell, Bad Bunny, Lil Geniuz, Sinfonico', 'Trap Capos, Noriel, Ele A El Dominio, Jon Z, Miky Woodz', 'De La Ghetto, Almighty, Bryant Myers, Darell', 'Jon Z, Duran The Coach, Yondoe']",Carolina,Puerto Rico
"['Brainwave Mind Voyages', 'Parker McCollum', 'Koe Wetzel', 'Flatland Cavalry, Kaitlin Butts', 'William Clark Green', 'Yella Beezy', 'Cody Johnson', 'Jon Wolfe', 'Turnpike Troubadours', 'Josh Abbott Band, Kacey Musgraves', 'Stoney LaRue', 'Randy Rogers Band', 'Mike Ryan', 'YoungBoy Never Broke Again', 'Casey Donahew', 'Tyler Childers', 'Key Glock', 'Whiskey Myers', 'Cody Jinks', 'Young Dolph, T.I.', 'The Band Of Heathens', 'Cardi B, Migos', 'Midland', 'Cory Asbury', 'Brooks & Dunn', 'MercyMe', 'George Strait', 'Passion, Kristian Stanfill', 'Lil Baby', 'Aaron Watson', 'Hillsong United', 'Mosaic MSC', 'Moneybagg Yo, YoungBoy Never Broke Again', 'Kevin Gates', 'Elevation Worship', 'Phil Wickham', 'NEEDTOBREATHE', 'Keith Urban', 'one sonic society', 'Chris Young']",Carrollton,Texas
"['Little Big Town', 'G Herbo', 'Carrie Underwood, Ludacris', 'My Darkest Days, Zakk Wylde', 'Kane Brown', 'Nitty Gritty Dirt Band', 'High Valley', 'Walker Hayes', 'Kacey Musgraves', 'Cole Swindell', 'Rodney Atkins', 'Frankie Ballard', 'Pop Evil', 'Jake Owen', 'Mitchell Tenpenny', 'Dylan Scott', 'Josh Mirenda', 'Waterloo Revival', 'Russell Dickerson', 'Luke Combs', 'Chase Rice', 'Scotty McCreery', 'Chris Young', 'Seth Ennis', 'Dylan Schneider', 'Toby Keith', '10 Years', 'Dustin Lynch', 'Granger Smith', 'Austin Burke', 'Justin Moore', 'David Lee Murphy', 'Jordan Davis', 'Brett Eldredge', 'Sir Rosevelt', 'Dierks Bentley', 'LANCO', 'Lee Brice', 'Easton Corbin', 'Old Dominion', 'Billy Currington', 'Blake Shelton', 'Jon Pardi', 'Theory of a Deadman', 'Thomas Rhett', 'Brothers Osborne', 'Shinedown', 'Jason Aldean', 'Chris Lane, Tori Kelly', 'Luke Bryan', 'Morgan Wallen, Florida Georgia Line', 'Brett Young', 'Kelsea Ballerini', 'Noah Schnacky', 'Big & Rich', 'Trace Adkins']",Cedar Rapids,Iowa
