Artists,City,State
"['Kolohe Kai', 'Nef The Pharaoh, Slimmy B', 'Yhung T.O.', 'P-Lo, E-40', 'SOB X RBE', 'Mac Dre', 'Iamsu!', 'Lil Pete', 'E-40, B-Legit, P-Lo', 'Mike Sherm', 'Common Kings', 'Mozzy, Yhung T.O., Too $hort, Dcmbr', 'J Boog, Peetah Morgan', 'Priceless Da Roc', 'Keyshia Cole', 'Too $hort', 'Jeremy Passion', 'Sleep Sound Library', 'Kehlani, BJ The Chicago Kid', 'SWV', 'Kamaiyah, YG', 'Ray J', 'Musiq Soulchild', 'Ella Mai, Ty Dolla $ign', 'Jhene Aiko, Kurupt', 'Tamia', 'Sabrina Claudio', ""Destiny's Child"", 'YG, Mustard', 'H.E.R.', '112']",Daly City,California
"['Montana of 300', 'Bryan J, Travis Porter', 'FBG Duck', 'Upchurch', 'Machine Gun Kelly', 'Justin Moore, Brantley Gilbert', 'Adam Calhoun, Upchurch', 'Aaron Lewis', 'Taylor Ray Holbrook', 'Kane Brown', 'Runaway June', 'Lonestar', 'Rascal Flatts', 'Sammy Adams', 'Jason Michael Carroll', 'Travis Tritt', 'Jamey Johnson', 'YoungBoy Never Broke Again', 'Brantley Gilbert', 'Big Smo, Upchurch', 'Luke Combs', 'Toby Keith', 'Trent Tomlinson', 'Kenny Chesney', 'Tyler Farr, Jason Aldean', 'Demun Jones, Upchurch the Redneck', 'Chase Rice, Macy Maloy', 'Joe Diffie', 'Sick Puppies', 'Keith Anderson', 'Colt Ford, JJ Lawhorn', 'David Lee Murphy, Kenny Chesney', 'Jason Aldean', 'Tim McGraw', 'Montgomery Gentry', 'Hinder', 'Neal McCoy', 'Morgan Wallen, Florida Georgia Line', 'Blake Shelton', 'Reba McEntire', 'Craig Morgan', 'Tee Grizzley', 'Eric Church', 'Scotty McCreery', 'Bobaflex', 'Rodney Atkins', 'Chris Janson', 'Sammy Kershaw', 'Clint Black', 'Pop Evil', 'Thomas Rhett', 'Carrie Underwood', 'Rehab', 'My Darkest Days, Zakk Wylde', 'Chris Cagle', 'V.I.C.', 'Kelsea Ballerini', 'Tracy Byrd', 'Dylan Scott', 'Jon Langston', 'Mat Kearney', 'Theory of a Deadman', 'Saving Abel', 'John Michael Montgomery', 'WATCH THE DUCK, T.I., DJ E-Feezy, MERCE', 'Brett Young', 'Hank Williams, Jr.', 'Miranda Lambert', 'Randy Travis', 'Dirt Rock Empire, Nate Kenyon, The Lacs', 'Russell Dickerson', 'Sara Evans', 'Chuck Wicks', 'Unspoken', 'Chris Young', 'Lud Foe', 'Hawthorne Heights', 'Stitches', 'Judah & the Lion', 'Dustin Lynch', 'Walker Hayes', 'Tenth Avenue North', 'Quinn XCII', 'Cole Swindell, Dierks Bentley', 'Alabama', 'Granger Smith', 'Trace Adkins', 'Lil Wyte', 'Confederate Railroad', 'Jaydayoungan', 'Lee Brice', 'MercyMe', 'Logan Mize', 'The Charlie Daniels Band', 'Shinedown', 'Dierks Bentley', 'Josh Turner', 'Dylan Schneider', 'Kid Rock', 'Mark Wills']",Dayton,Ohio
"['Skooly', 'Young Nudy', 'Yung Mal, Lil Quill', 'Lil Donald', 'Gunna', 'Trouble, Skippa Da Flippa', 'HoodRich Pablo Juan, Lil Baby', 'Ralo, Lil Baby', 'YFN Lucci, Skooly', 'Derez Deshon', 'Lil Baby, Gunna', 'Pastor Troy', 'Rich Homie Quan', 'Joe Gifted, Fronstreet', 'Migos, Young Thug, Rich Homie Quan, Jermaine Dupri', 'YFN Kay', 'Young Scooter', 'Jacquees', 'Hustle Gang, T.I., RaRa, Brandon Rossi, Tokyo Jetz, Trae Tha Truth, Young Dro', 'Peewee Longway', 'Youngbloodz', 'Riley Green', 'Moneybagg Yo, Yo Gotti', 'Ball Greezy, Lil Dred', 'Money Man', 'Quando Rondo, Lil Baby', 'Blac Youngsta, YFN Lucci', 'Pat Barrett, Steffany Gretzinger, Amanda Cook', 'Jazmine Sullivan', 'Johnny Gill', 'Yung Bleu', 'YoungBoy Never Broke Again', 'Kelly Price', 'Key Glock', 'Shawty Lo', 'Corey Smith', 'Dru Hill', 'Tank', 'OJ Da Juiceman, Gucci Mane', 'Jeezy, Bankroll Fresh', 'Quality Control, Offset, Lil Baby', 'Silk', 'T.I., Jacquees', 'Mint Condition', 'Raheem DeVaughn, R. Kelly', 'Young Dolph', 'Guy', 'DJ Envy, Derez Deshon, 2 Chainz, Yo Gotti', 'Kem', 'LeToya Luckett', 'Jodeci', 'Carl Thomas', 'Lalah Hathaway', 'Marlo', 'William Murphy', 'Case', 'Cardi B, Migos', 'Faith Evans', 'Levert', 'O.T. Genasis, 2 Chainz', 'Future, Young Thug', 'Xscape', 'Tamar Braxton', 'Webbie, Mouse On Tha Track', 'Tony! Toni! Toné!', 'Plies', 'Monica', 'K. Michelle', 'Chrisette Michele', 'Yo Gotti, YFN Lucci', 'Boosie Badazz, Tony Michael, Rich Homie Quan', 'DJ Esco, Future', 'Anthony Hamilton', 'Fantasia, Missy Elliott', 'KeKe Wyatt, Avant', 'Ledisi', 'Star Cast, Keke Palmer', 'Kash Doll', 'Tamela Mann', 'Toni Braxton', 'Lil Yachty, Offset, Lil Baby', 'Young Thug', 'Ro James', 'Dae Dae', 'Troop', 'Dreezy, T-Pain', 'Crime Mob, Lil Scrappy', 'Young Dro', 'Teyana Taylor, Fabolous', 'SahBabii, T3', 'After 7', 'SWV', 'Ella Mai', 'VaShawn Mitchell', 'The Gap Band', 'Yella Beezy', 'Jon B.', 'Jon Langston', 'Jill Scott', 'The S.O.S Band']",Decatur,Georgia
[],Denton,Texas
"['AMZY', 'Conjunto Aventurero', 'Red Rocks Worship', 'Tickle Me Pink', 'Escolta De Rancho', 'Trout Steak Revival', 'Wildermiss', 'The String Cheese Incident', 'Greensky Bluegrass', 'Elephant Revival', 'Sunsquabi, Late Night Radio', 'SoDown, Maggie Miller', 'Opiuo, Russ Liquid', 'Fruition', 'Tech N9ne, Rittz, Mayday, Stevie Stone, CES Cru, B.o.B. /Krizz Kaliko', 'The Motet', 'Manic Focus', 'Yonder Mountain String Band', 'The Wind and The Wave', 'Late Night Radio, Clark Smith', 'Papadosio', 'Leftover Salmon', 'Andariego', 'GRiZ, ProbCause', 'Tnertle, Lily Fangz', 'The Infamous Stringdusters', 'Railroad Earth', 'Lotus ', 'Kitchen Dwellers', 'Tea Leaf Green', 'STS9', 'Minnesota, Zion I', 'Marvel Years', 'The Floozies', 'Keller & The Keels', 'Break Science, Raquel Rodriguez', 'The Lil Smokies', 'Psymbionic, Amp Live, Cristina Soto', 'EOTO', 'Tauk', 'Medeski Scofield Martin & Wood', 'Pretty Lights', 'The Polish Ambassador, Ayla Nereo, Mr. Lif', 'Vibe Street', 'BoomBox', 'Anexo Al Norte', 'Wookiefoot', 'Muzzy Bearr, GRiZ', 'Spafford', 'Ganja White Night', 'Supervision, Jay Fresh', 'Bass Physics', 'Keller Williams', 'Widespread Panic', 'moe.', 'Perpetual Groove', 'KR3TURE', 'Octave Cat', '888', 'Gasoline Lollipops', 'Michal Menert', ""D'vocion Norteña"", 'Tobias Rene', 'Air Dubai', ""Umphrey's McGee"", 'Estilo Chihuahua', 'Twiddle', 'Billy Strings', 'Russ Liquid', 'Big Gigantic, GRiZ', 'Trey Anastasio', 'Nastyboy Klick', 'GRiZMATiK, GRiZ, Gramatik', 'Pigeons Playing Ping Pong', 'The Disco Biscuits', 'Grieves', 'Los Vendavales de Adan Melendez', 'Zeds Dead, Omar LinX, Big Gigantic', 'Fruition & Grant Farm', 'Tipper', 'Conjunto Rio Grande', 'Ekoostik Hookah', 'Sam Bush', 'Big Wild', 'St. Petersburg Orchestra Harmony', 'Lettuce', 'La Maquinaria Norteña', 'Zoogma', 'Liquid Stranger', 'Los Pescadores Del Rio Conchos', 'Galactic, Macy Gray', 'La Zenda Norteña', 'Merl Saunders, Jerry Garcia', 'The Werks', ""Karl Denson's Tiny Universe"", 'Moontricks', 'Los Salvajes De Chihuahua', 'FiLiBuStA, Passio', 'Space Jesus, Clay Parnell, Rory ""Sweet Boy"" Dolan', 'ProbCause']",Denver,Colorado
"['Brett Young', 'Shania Twain, Billy Currington', 'Ronnie Dunn', 'Logan Mize', 'Bryan J, Travis Porter', 'Walker McGuire', 'Jon Pardi', 'Stitches', 'Eric Church', 'Kalin and Myles', 'Jerrod Niemann', 'The Swon Brothers', 'Kane Brown', 'Aaron Watson', 'Nitty Gritty Dirt Band', 'Brandon Lay', 'Jordan Davis', 'Dylan Schneider', 'Hinder', 'B.o.B', 'Jameson Rodgers', 'Luke Pell', 'Stephen Carey', 'Josh Thompson', 'David Lee Murphy, Kenny Chesney', 'Austin Jenckes', 'Ashley McBryde', 'Granger Smith', 'Chris LeDoux', 'Tracy Byrd', 'Adam Sanders', 'Scotty McCreery', 'Morgan Wallen', 'Tech N9ne', 'Tyler Braden', 'Keith Anderson', 'Chris Janson', 'Charlie Heat, Ant Beale', 'Muscadine Bloodline', 'John Michael Montgomery', 'Cody Jinks', 'Jon Langston', 'Florida Georgia Line', 'Matt Stell', 'Joe Diffie', 'New Medicine', 'Thomas Rhett', 'Jake Owen', 'Cole Swindell', 'Steve Moakler', 'Colt Ford, Jason Aldean', 'Craig Campbell', 'Michael Ray', 'Shotgun Rider', 'Krystal Keith, Lance Carpenter', 'Seth Ennis', 'Noah Schnacky', 'My Darkest Days, Zakk Wylde', 'Saving Abel', 'Tim McGraw, Faith Hill', 'Adam Doleac', 'Brandon Ray', 'LOCASH', 'Levi Hummon', 'Old Dominion', 'Casey Donahew', 'Rodney Atkins, The Fisk Jubilee Singers', 'Chris Cagle', 'Thompson Square', 'LANCO', 'Waterloo Revival', 'Jimmie Allen', 'Sammy Adams', 'Neal McCoy', 'Theory of a Deadman', 'Carrie Underwood, Ludacris', 'RaeLynn', 'Diamond Rio', 'Trent Harmon', 'Mitchell Tenpenny', 'Montgomery Gentry', 'Northstate', 'Timeflies', 'Brothers Osborne', 'Jason Aldean', 'Tyler Farr', 'Lee Brice', 'Haley & Michaels', 'Filmore', 'Brantley Gilbert', 'Craig Morgan', 'Rhett Akins', 'Chris Young', 'Josh Mirenda', 'Justin Moore', 'Adam Calhoun, Upchurch', 'Walker Hayes', 'Dustin Lynch', 'Carly Pearce', 'Russell Dickerson']",Des Moines,Iowa
"['Kdoe, MT Beno, MT Drego, 42 Dugg, Ewm Buck', 'EWM Buck, Dregobaby, Lil Beno', 'Ewm Buck, Nuk, MT Drego, MT Beno', 'Dame Dot, Drego, Lil Beno', 'G.T., Lil Beno, Drego', 'Band Gang Lonnie Bands', 'Drego, Beno, Band Gang Masoe, Babyface Ray', 'Lando Bando, Lil Baby, Cammy Bands, FMB DZ', 'FWC Big Key', 'Sada Baby, Damn Jonboi, FMB DZ, Tooda, Re-up, GT', 'FMB DZ, Tayb, Lil Blade', 'East Warren Buck, Lil Beno, Drego, Nük', 'Streetlordz Blade Icewood', 'Calicoe, Landslide Boon', 'Jeno Cashh, Peezy', 'Allstar JR', 'Eastside 80s', 'Dex Osama', 'Cash Kidd, Rg Boys, 4GTMT Mello', 'East Warren Music Group, Beno, Kdoe, Ewm Buck, Drego', 'Tay B', 'Joseph McFashion, Molly Brazy, 9000 Rondae, FMB DZ, Sada Baby, Band Gang Masoe, Shredgang Mone', 'Team Eastside', 'Kasher Quon', 'Icewear Vezzo, Juvenile', 'Babyface Ray, Peezy', 'Baby Smoove', 'Shawn Harris', 'Damjonboi, FMB DZ', 'Doughboy Scooch', 'Eastside Reup, Damjonboi, FMB DZ', 'Hardwork Jig', 'Peezy, Babyface Ray', ""Coach Joey, FMB DZ, La'britney"", 'Payroll Giovanni', 'Band Gang Paid Will', 'Doughboy Roc, Smokecamp Chino, Sl Chico', 'Nook, Sada Baby, FMB DZ', 'Project Paccino', 'ShredGang', 'RiskTaker D-Boy, FMB DZ, JAY Rossi', 'Rocaine', 'Oba Rowland, Dex Osama, DeJ Loaf', 'Doughboyz Cashout', 'BandGang, Trauma Tone', 'Band Gang Masoe', 'Streetlordz', 'Big Quis, Payroll', 'AllStar Lee', 'RJ Lamont, Cash Kidd', 'GT', 'Nate Diezel, Rich Wayne, FMB DZ, Antt Beatz', ""The 80's Baby"", '42 Twinz, Peezy, Tee Grizzley', 'Band Gang Biggs', 'HBK', 'Shredgang Mone, Band Gang Masoe, Snap Dogg', 'Payroll Giovanni & Cardo, Cashout calhoun, Overlord Scooch', ""Neisha Ne'shae"", 'Molly Brazy, Cash Kidd', 'Yae Yae Jordan, Chief Keef', 'Philthy Rich, Peezy, FMB DZ, Allstar Lee', 'Pablo Skywalkin', 'LaBritney, Kash Doll', 'Sharif', 'Rocky Badd', 'Janet Jackson', 'Chapter 8', 'Snap Dogg', 'Asian Doll', 'Kash Doll', 'Tee Grizzley, BandGang', 'Alicia Myers', 'Fabo, Jeezy', 'U.S.D.A.', 'Christión', 'Angela Winbush, Ronald Isley', 'Johnny Gill', 'Loose Ends', 'Kem', 'Demetria McKinney', 'Jeezy, Plies', 'Anita Baker', 'Kindred The Family Soul', 'Chanté Moore, Keith Washington', 'The Dramatics', 'Phyllis Hyman', ""K'Jon"", 'George Duke', 'Teena Marie', 'Ledisi, Jaheim', 'LouGotCash, Tee Grizzley', 'Luther Vandross', 'Jaheim, Keyshia Cole', 'Angela Bofill', 'The Whispers', 'Midnight Star', 'Atlantic Starr', 'Dave Hollister', ""Alexander O'Neal""]",Detroit,Michigan
"['P-Lo, E-40', 'Mac Dre', 'Nef The Pharaoh, Slimmy B', 'SOB X RBE', 'Kool John, P-Lo', 'Yhung T.O.', 'Iamsu!', 'E-40, B-Legit, P-Lo', 'Mike Sherm', 'Mozzy, Yhung T.O., Too $hort, Dcmbr', 'Lil Pete', 'Priceless Da Roc', 'Dmac', 'Kamaiyah, YG', 'Berner', 'Too $hort', 'Shoreline Mafia', 'YG', 'J Boog', 'Iration', 'Rex Orange County']",Dublin,Ohio
"['Alec Joseph', 'Fox Stevenson', 'Faruk Sabanci, Axel', 'Le Roi Angus', 'Shaboozey', 'Fox Wilde', 'Kai Exos', 'TORN', 'Nan2 el Maestro de las Melodias, Lito Kirino, Lary Over, Darell', 'Shifta, Wayne Wonder', 'Anzo Weiseil, Adrien Toma', 'Tenside', 'Mark Battles', 'Alexander Nate', 'Alpharock, Rhea Raj', 'Loso Loaded, PnB Rock', 'Embody, Matt Wilson', 'The Kid Plot', 'Jamie Ray, YoungBoy Never Broke Again', 'Felguk, Boogshe', 'Mike La Funk, Lyla Bull', 'VAVO', 'Clean Bandit, Julia Michaels, Joseph Duveen, LODATO']",Dublin,Ohio
[],Durham,North Carolina
[],East Bend,North Carolina
"['Quinn XCII', 'Sammy Adams', 'Louis The Child, Icona Pop', 'Chelsea Cutler, Quinn XCII', 'Cherub', 'Marc E. Bassy, Bobby Brackins', 'ayokay, Quinn XCII', 'Alex Newell, Jess Glynne, DJ Cassidy, Nile Rodgers, Audien', 'Just A Gent, NGHTMRE', 'Whethan, Ashe', 'Bryce Vine', 'The Head and the Heart', 'Lorde', 'NGHTMRE, SLANDER', 'The Lulls', 'GRiZ, Big Gigantic', 'Rainbow Kitten Surprise', 'ODESZA, Sasha Sloan', 'All Time Low', 'Two Friends, Cosmos & Creature', 'Kasbo, Chelsea Cutler', 'Bleachers', 'Lord Huron', 'Vulfpeck', 'Kanye West', 'David Wingo', 'T-Pain, Lil Yachty', 'The Lumineers', 'Smallpools', 'Donnie Trumpet & The Social Experiment', 'Lost Kings, Emily Warren', 'Gucci Mane, Waka Flocka Flame, YG Hootie', 'Cooper Sams', 'Wes Walker, Dyl', 'Chance The Rapper', 'Evolution of Stars', 'Lights & Motion', 'Hank Williams', 'Suss', 'COIN', 'U137', 'Balmorhea', 'Kid Cudi', 'Wrabel', 'Phoebe Ryan, Blackbear', 'Keith Kenniff, Goldmund', 'WALK THE MOON', 'DJ Esco, Future, Ty Dolla $ign', 'mansionz, G-Eazy', 'Big Gigantic, Logic, ROZES', 'Skizzy Mars', 'Niklas Aman', 'BROCKHAMPTON', 'Astron', 'Greta Van Fleet', 'Coast Modern', 'MisterWives', 'Boil the Ocean', 'Big Wild, Tove Styrke']",East Lansing,Michigan
"['Alec Joseph', 'Fox Stevenson', 'The Kid Plot', 'Faruk Sabanci, Axel', 'Shaboozey', 'Alpharock, Rhea Raj', 'Jamie Ray, YoungBoy Never Broke Again', 'Felguk, Boogshe', 'Koe Wetzel', 'Turnpike Troubadours', 'Cory Asbury', 'Cody Johnson', 'Hillsong United', 'Elevation Worship', 'Matthew West', 'Mosaic MSC', 'NEEDTOBREATHE', 'Steffany Gretzinger', 'one sonic society', 'Sleep Sound Library', 'Jesus Culture, Chris Quilala', 'Whiskey Myers', 'Randy Rogers Band', 'Phil Wickham, Madison Cunningham', 'MercyMe', 'TobyMac', 'Passion, Sean Curran', 'Tauren Wells', 'Shane & Shane', 'Bright City', 'Zach Williams', 'Matt Maher', 'Jordan Feliz', 'Crowder, Tauren Wells', 'Nature Sounds', 'Housefires', 'Vertical Worship, Jon Guerra', 'Parker McCollum', 'Kristene Dimarco, Bethel Music', 'Chris Tomlin', 'Tenth Avenue North', 'Natalie Grant', 'Hillsong Worship', 'Melissa Helser, Jonathan David Helser, Bethel Music', 'Lauren Daigle', 'Francesca Battistelli', 'Switchfoot, Lauren Daigle', 'The Belonging Co, Natalie Grant', 'David Crowder Band', 'Kacey Musgraves', 'Social Club Misfits, Tauren Wells', 'Kari Jobe', 'Newsboys', 'North Point InsideOut, Seth Condrey', 'Thunderstorm', 'United Pursuit', 'Aaron Shust', 'Hillsong Young & Free', 'Austin French', 'Hillary Scott & The Scott Family', 'Big Daddy Weave', 'Calmsound', 'Casting Crowns', 'Aaron Watson', 'for KING & COUNTRY', 'Sounds Of Nature : Thunderstorm, Rain', 'Ben Rector', 'Mother Nature Sound FX', 'Nataural', 'Chris Stapleton', 'Tyler Childers', 'Weather Factory']",Edmond,Oklahoma
[],El Monte,California
"['Fat Camp', 'Evander Griiim', 'Sonora Skandalo', 'Rosie & The Originals', 'Mary Wells', 'George Strait', 'Brooks & Dunn', 'Russ', 'Johnny Lee', 'Randy Rogers Band', 'Alacranes Musical', 'Morgan Page, Sultan + Shepard , BT, Angela McCluskey', 'Brenton Wood', 'Josh Abbott Band', 'James Brown', 'Los Rieleros Del Norte', 'Malo', 'Ritchie Valens', 'James & Bobby Purify', 'The Elgins', 'Billy Stewart', 'NB Ridaz, Gemini', 'Freddy Fender', 'Phora', 'Pete Wingfield', 'Mc Magic', 'Rosie & The Originals', 'Gene Chandler', 'Barbara Mason', 'Midland', 'Johnny Maestro, The Crests', 'Ramon Ayala Y Sus Bravos Del Norte', 'Selena', 'Cuco', 'Blake', 'Lil Rob', 'Squidnice', 'Nastyboy Klick', 'Fito Olivares y Su Grupo', 'Dwight Yoakam', 'Santo & Johnny', 'Medina', 'Trippie Redd', 'Alan Jackson, George Strait', 'Inner Wave', 'Luke Bryan', 'The Penguins', 'The Persuaders', 'Luis Coronel', 'Clint Black', 'Little Anthony & The Imperials', 'Virlan Garcia', 'The Delfonics', 'Lil Yachty, Evander Griiim', 'Eddie Rabbitt', 'Trill Sammy', 'Tim McGraw', 'Aaron Neville', 'Prince Royce', 'Aaron Watson', 'Fito Olivares, Su Grupo', 'Khalid', 'Los Lobos', 'Ariel Camacho y Los Plebes Del Rancho', 'T3R Elemento', 'South Park Mexican', 'Roy Woods', 'Ulices Chaidez Y Sus Plebes', 'Perdidos De Sinaloa', 'Sy Ari Da Kid, Bryson Tiller', 'Chris Young', 'The Drums', 'Jeremih', '$uicideBoy$, Pouya', 'Lenin Ramírez, Ulices Chaidez', 'Alta Consigna', 'Billy Currington', 'Los Enanitos Verdes', 'Bart Crow', 'J. Cole', 'Crecer German', 'Smokey Robinson & The Miracles', 'Deorro, DyCy, Adrian Delgado', 'Los Tigres Del Norte', 'Kaskade', 'Keith Urban', 'Ozuna', '3BallMTY, América Sierra, El Bebeto', '6LACK', 'El Trono de Mexico', 'Bad Bunny', 'Drake', 'Jovanny Cadena Y Su Estilo Privado', 'Astrus*', 'Kodak Black', 'Vicente Fernández', 'Kenny Chesney', 'Lil Boom, 904TEZZO', 'Lady Antebellum', 'El Komander']",El Paso,Texas
"['La Insuperable', 'Don Q', 'Raulin Rodriguez', 'Toño Rosario', 'Anthony Santos', 'Zacarias Ferreira', 'Héctor Acosta ""El Torito""', 'Frank Reyes', 'Crazy Design, Liro Shaq', 'Jay Critch', 'PnB Rock', 'A Boogie Wit da Hoodie', 'Los Toros Band', 'Musicologo The Libro, Lapiz Conciente', 'HoodCelebrityy', 'Yoskar Sarante', 'Joe Veras', 'El Alfa', 'Meek Mill', 'Alex Bueno', 'Yiyo Sarante', 'Young M.A', 'Fabolous, Jadakiss, Swizz Beatz', 'G Herbo', 'Lirico En La Casa', 'Ceky Viciny', 'Lil Durk', 'El Chaval', 'Dave East, T.I.', 'Casanova', 'DJ Khaled, Drake', 'Mozart La Para, Chimbala, Liro Shaq', 'Romeo Santos, Anthony Santos, Luis Vargas, Raulin Rodriguez', 'Chief Keef, A Boogie Wit da Hoodie', 'Featherynatery, Jay Critch', 'Fat Joe, Dre', 'Aventura', 'G Herbo', 'J Alvarez, Bad Bunny, Almighty', 'Lito Kirino, Anuel Aa', 'Jory Boy, Bad Bunny', 'Anuel Aa, Nengo Flow, Farruko, Casper Magico, Darell, Bad Bunny, Lil Geniuz, Sinfonico', '6ix9ine, Fetty Wap, A Boogie Wit da Hoodie', 'Farruko', 'Arcangel, Mark B., De La Ghetto, Bad Bunny, El Nene La amenaza', 'El Nene La amenaza, Bad Bunny, Lito Kirino', 'DJ NRD, Queen', 'Monchy & Alexandra', 'Usher, Future', 'Vybz Kartel', 'Nengo Flow, Bad Bunny', 'Bad Bunny, Bryant Myers', 'Alexis y Fido, Bad Bunny', 'DJ Nelson, Anuel Aa, Farruko', 'Kelmitt, Bad Bunny, Darell', 'Pepe Quintana, Bad Bunny, Lary Over, Farruko, Arcangel, Tempo', 'Ozuna, Yampi, Anuel Aa', 'Chris Jeday, J Balvin, Ozuna, Cardi B, Offset, Anuel, Arcangel', 'Tory Lanez', 'Amara La Negra', 'French Montana', 'Frankie Ruiz', 'Mark B., Bad Bunny, Poeta Callejero', 'Donell Jones', 'Miguel, J. Cole', 'Xtreme', 'Juelz Santana, Dave East, Bobby Shmurda, Rowdy Rebel', 'Nio Garcia, Darell, Casper Magico', 'Klasico, Ozuna', 'Bryant Myers, Bad Bunny', 'Rick Ross, Drake, French Montana', 'EZ El Ezeta, Arcangel, Ozuna', 'Benny Benni, Anuel Aa, Farruko, Almighty, Darkiel, Bryant Myers, Nio Garcia, Noriel', 'NAV, Metro Boomin, Playboi Carti, Offset', 'Juhn, Bad Bunny, Noriel', 'Dynel, Ozuna, Mambo Kingz, DJ Luian', 'Rowdy Rebel, Bobby Shmurda', 'Prince Royce', 'Tay-K, Diego Money, Bandman Fari', 'Justin Quiles, Bad Bunny, Almighty', 'Cardi B', 'Trippie Redd, 6ix9ine', 'Wisin, Ozuna, Bad Bunny, De La Ghetto, Arcangel, Noriel, Almighty', 'Alex Sensation, Bad Bunny', 'Revol, Arcangel, Farruko, Ozuna, Bad Bunny, Cosculluela, Wisin, Nengo Flow, Alexio, Nicky Jam, Zion', 'Chris Brown, Yo Gotti, A Boogie Wit da Hoodie, Kodak Black', 'Lil Uzi Vert', 'Gunna, Metro Boomin, NAV', 'Joe Arroyo, La Verdad', 'Brytiago, Darell', 'Karol G, Bad Bunny, Quavo', 'Fantasia', 'DJ Esco, Young Thug, Future, A Boogie Wit da Hoodie, DeJ Loaf', 'Future', 'Trap Capos, Noriel, Bad Bunny, Almighty', 'Lloyd, Lil Wayne', 'XXXTENTACION, Rio Santana, Judah, Carlos Andrez', 'Rich The Kid, Jay Critch, Rick Ross', 'LouGotCash', 'Los Hermanos Rosario']",Elizabeth,New Jersey
"['Yhung T.O.', 'Nef The Pharaoh, Slimmy B', 'Mike Sherm', 'Mozzy, Yhung T.O., Too $hort, Dcmbr', 'P-Lo, E-40', 'SOB X RBE', 'Lil Pete', 'Mac Dre', 'Kt Foreign, Nef The Pharaoh, Yhung T.O.', 'Slimmy B', 'Iamsu!', 'Drakeo the Ruler, SOB X RBE', 'E-40, B-Legit, P-Lo', 'Kool John, P-Lo', 'Dmac', 'Kamaiyah, YG', 'Priceless Da Roc', 'YG, Nipsey Hussle', 'Berner', 'Too $hort', 'Shoreline Mafia', 'Jeremy Passion', 'Mustard, Ty Dolla $ign', 'Kehlani', 'H.E.R.', 'Eric Bellinger', 'Jhene Aiko, Namiko, Miyagi', 'Bruno Major', 'Ray J', 'Sage The Gemini', 'Ella Mai, Ty Dolla $ign', 'Nipsey Hussle, YG', 'Wale, Miguel', 'Daniel Caesar', 'Phora', 'Rex Orange County', 'J Boog', 'DJ NRD, Queen', 'eery', 'Nivea, Brian Casey, Brandon Casey', 'Problem', 'Ty Dolla $ign, YG', 'Tee Grizzley', 'Cuco', 'Keyshia Cole', 'YBN Nahmir', 'Saweetie', 'Calvin Harris, Kehlani, Lil Yachty', 'R.LUM.R', 'SWV', 'Steve Lacy', 'Nohidea, Sophie Meiers, Ben Beal']",Elk Grove,California
