artist_id,artist_name,genres
0yDmbRjVTQsQd3OnMs5s3I,Gregg Allman,"['blues-rock', 'classic rock', 'country blues', 'country rock', 'electric blues', 'folk rock', 'jam band', 'mellow gold', 'modern blues', 'piedmont blues', 'roots rock', 'southern rock', 'texas blues']"
6zdcmro5vDQSUjeioajL2r,Gregory Abbott,['quiet storm']
0IdYRFTswLdsGwSnzOaGNF,Gretchen Wilson,"['contemporary country', 'country', 'country christmas', 'country dawn', 'country road']"
4UgQ3EFa8fEeaIEg54uV5b,Chelsea Grin,"['death core', 'melodic metalcore', 'metalcore', 'rap metal', 'screamo']"
7opRqRgF9lvnVraBFCMvIj,Groove Theory,"['neo soul', 'new jack swing', 'urban contemporary']"
48elQHSJ3DmffHQpf89jxX,Group Home,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']"
3kVUvbeRdcrqQ3oHk5hPdx,Grouplove,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'shimmer pop', 'stomp and holler', 'synthpop']"
05YVYeV4HxYp5rrWalvuE1,"Grover Washington, Jr.","['jazz christmas', 'jazz funk', 'smooth jazz', 'soul jazz']"
4aWhlVjiUjYHpVWBPP8AFc,Grupo Codiciado,['regional mexican pop']
4ZBmQM7663rZsb4Ir96awl,Grupo Escolta,"['deep regional mexican', 'norteno', 'regional mexican', 'regional mexican pop']"
6w971ABEzbDRQVUfcbYrl9,Grupo H-100,"['deep regional mexican', 'regional mexican', 'regional mexican pop']"
1ovPxptMcDubQ0CgYsS5hm,Grupo Legitimo,['regional mexican pop']
0ssx5sZQzc1nZZF2Ks8qXZ,Grupo Maximo Grado,"['regional mexican', 'regional mexican pop']"
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
7s47glsDg6fwq9KXNTsTpa,Gudda Gudda,"['pop rap', 'rap', 'southern hip hop', 'trap music']"
2eTcJVakGgCvZQMnw9Evbn,Guerilla Black,"['gangster rap', 'west coast rap']"
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,"['rap', 'southern hip hop', 'trap music', 'vapor trap']"
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock']"
0Ekfvspc0hlcxdfJJVjcnq,Guy Clark,"['alternative country', 'country christmas', 'country rock', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'nashville sound', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country', 'traditional country', 'traditional folk']"
1YAtBHWaWzZnkaoSFHGTBV,Guy Mitchell,"['adult standards', 'brill building pop', 'christmas', 'cowboy western', 'deep adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
77HthcNFa6SbicRaQKdhyy,Gwen Guthrie,"['chicago house', 'disco', 'post-disco']"
742YR9ZgF0tCO5juBfvPAU,Gwen McCrae,"['disco', 'jazz funk', 'post-disco']"
6y1ruSFWowWNYPH34u9Nif,Gwen Sebastian,"['deep talent show', 'modern country rock']"
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,"['dance pop', 'europop', 'hip pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary']"
4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,"['dance pop', 'emo', 'pop punk', 'pop rap']"
3jc496ljiyrS3ECrD7QiqL,Gipsy Kings,"['flamenco', 'rumba', 'world', 'world christmas']"
2JX4h8xm0hNxCB0aNBWzyi,Gyptian,"['dancehall', 'lovers rock']"
3iXoqMQpbDmbsFISm3XoOw,Gyrl,['new jack smooth']
21gGD9dUby5ls0belA1wqZ,H-Town,"['boy band', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
5WdqBAQhGFCrZvBKXiPIu7,The Him,"['deep house', 'deep tropical house', 'edm', 'tropical house']"
0Suv0tRrNrUlRzAy8aXjma,Haddaway,"['bubblegum dance', 'eurodance', 'europop', 'hip house']"
1369EOxSlL69yV9Yp1nVaR,Hadouken!,"['alternative dance', 'dance-punk', 'new rave']"
1hXjTjJzZTXDZ75AclOo6N,Sammy Hagar,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'metal', 'rock', 'soft rock', 'southern rock']"
5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,"['dance pop', 'pop', 'post-teen pop']"
26VFTg2z8YR0cCuwLzESi2,Halsey,"['dance pop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']"
3R0XvRGDJEL5cGXVLiAbDB,Hank Ballard,"['jazz christmas', 'jump blues', 'new orleans blues', 'rock-and-roll']"
1dUjEJQQfxPg5cffm6ky24,Hank Jacobs,['deep northern soul']
46Unp6DY3Zmy7QS1Fx47yq,Hank Locklin,"['country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']"
3fq6r0bSIm4McymHKNMk4S,Hank Snow,"['canadian country', 'country christmas', 'country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']"
42tDjhK9kdS7CCHxs8ysz0,Hank Thompson,"['country christmas', 'country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country', 'western swing']"
2dyeCWctcFRt3Pha76ONgb,"Hank Williams, Jr.","['contemporary country', 'country', 'country road', 'country rock', 'nashville sound', 'outlaw country', 'redneck', 'southern rock', 'texas country', 'traditional country']"
4r8lFKdMmYGN1Ayywk9lce,Hannah Huston,['deep talent show']
3APma4r8eWkC8R0ZH0wIoy,Hannah Jones,['vocal house']
7nU4hB040gTmHm45YYMvqc,Hannah Montana,"['dance pop', 'pop', 'post-teen pop']"
339DNkQkuhHKEcHw6oK8f0,Happy Mondays,"['acid house', 'big beat', 'britpop', 'dance rock', 'electronic', 'madchester', 'new wave', 'uk post-punk']"
438JBZR1AR0l04AzcYW9gy,Harold Melvin & The Blue Notes,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz funk', 'memphis soul', 'motown', 'northern soul', 'post-disco', 'quiet storm', 'soul', 'soul blues', 'soul christmas', 'southern soul', 'urban contemporary']"
2bW1mPOielsoT3HuQtyydG,Harpers Bizarre,['bubblegum pop']
42q4Ivs7tAiCZ5C7eG5q4c,Harry Chapin,"['folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']"
6u17YlWtW4oqFF5Hn9UU79,"Harry Connick, Jr.","['adult standards', 'christmas', 'jazz blues', 'jazz christmas', 'lounge', 'pop christmas', 'vocal jazz']"
6KImCVD70vtIoJWnq6nGn3,Harry Styles,"['pop', 'post-teen pop']"
1EVWYRr2obCRDoSoD6KSuM,Havana Brown,['australian dance']
4hj6ZZxaiKvG5GU3PYf7Gh,Hawk Nelson,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'christian punk', 'christian rock', 'worship']"
67Gb7eYu3zEzI8rCg8kpii,John Two-Hawks,['native american']
0fX1VRKNIBwg3qD7oe2IVV,Hawkshaw Hawkins,"['country gospel', 'cowboy western', 'nashville sound', 'traditional country', 'western swing']"
61g53RNwNxFue8DjFshq05,Hayley Mills,['movie tunes']
55UamRmLvoS6q7iWPzUrCC,Head East,"['album rock', 'classic rock', 'country rock', 'soft rock', 'southern rock']"
34jw2BbxjoYalTp8cJFCPv,Heart,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'glam metal', 'hard rock', 'heavy christmas', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
3n5eF71hryf0OpsFakVYmQ,Heartsfield,['southern rock']
7qmtfLJzKBu8csTDXTEAph,Heather B,['east coast hip hop']
2xDc4cU0Rj6YG8SrmAHIy0,Heather Headley,"['neo soul', 'pop christmas', 'r&b', 'soul christmas', 'urban contemporary']"
6D7h7R79IZjqJC2GM2wzyY,Heatwave,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz funk', 'memphis soul', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
5PYuBRQMHh7nWmdV076sH9,Heaven 17,"['acid house', 'art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'synthpop', 'uk post-punk']"
7Gh04vSimskEnzmjdxGbnE,Heaven Bound,['christian christmas']
4KHdmkq99PXA6QEJ2lKpA3,Heavy D & The Boyz,"['east coast hip hop', 'electro', 'funk', 'hardcore hip hop', 'hip hop', 'hip pop', 'new jack swing', 'old school hip hop', 'quiet storm', 'rap', 'urban contemporary']"
5A3bl1xizicm2UoXHmmkkq,Hedgehoppers Anonymous,"['british invasion', 'merseybeat']"
6Jb5H8o9T7c4C13vLFpyPY,Heidi Newfield,"['contemporary country', 'country', 'country dawn', 'country road']"
0Sq7oGrYEe0BDmb13wgjOO,Helen Reddy,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'mellow gold', 'soft rock']"
05kB8yh0Bbxj73qH63Ob3C,Helen Shapiro,"['adult standards', 'brill building pop', 'christmas', 'merseybeat', 'rock-and-roll', 'rockabilly']"
6GH0NzpthMGxu1mcfAkOde,Hellogoodbye,"['emo', 'indie christmas', 'modern rock', 'pop punk', 'punk christmas']"
6VimeBsWv0rmWzxd6roZZC,Heltah Skeltah,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']"
2EExdpjU4SK3xnJHO5paJf,Henry Mancini,"['adult standards', 'christmas', 'classic soundtrack', 'easy listening', 'exotica', 'lounge', 'soundtrack']"
4GGDnwXsF5e9gjhJMRZ03s,Henry Paul Band,"['modern southern rock', 'southern rock']"
6OUTtVUjAvUF0uZ3wudxtv,Henson Cargill,"['country gospel', 'cowboy western', 'nashville sound', 'traditional country']"
09L3cUdx0hq6qn5bKuJJ4I,Herb Alpert & The Tijuana Brass,"['adult standards', 'christmas', 'easy listening', 'exotica', 'lounge']"
2ZvrvbQNrHKwjT7qfGFFUW,Herbie Hancock,"['bebop', 'classic funk rock', 'contemporary post-bop', 'cool jazz', 'funk', 'hard bop', 'jazz', 'jazz blues', 'jazz christmas', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul', 'soul jazz', 'vocal jazz']"
6ycoXr0Ayd89vFUT6BOiWo,Herbie Mann,"['bebop', 'bossa nova', 'cool jazz', 'jazz', 'jazz blues', 'jazz funk', 'latin jazz', 'soul jazz']"
2wFgBXIgWwnxTU1UsgtGSq,Herman Brood,['dutch rock']
48YxSlb23RAaCd4RyHcV9V,Herman's Hermits,"['adult standards', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'christmas', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'rockabilly']"
4JNfz6aO9ZFz0gp5GY88am,Hey Violet,"['indie poptimism', 'pixie', 'pop', 'pop punk', 'post-teen pop', 'teen pop']"
0pXt4sMs2oRnt528LTYgyd,Hezekiah Walker,"['christian christmas', 'gospel']"
2tTkMu5nJLsDBAMRrDOes3,Hi-C,"['g funk', 'gangster rap', 'west coast rap']"
0EVUivUkugMtNF09L4QBMH,Hi-Five,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
2gUMs9PE8XZVQyzCDqaYmW,High School Musical Cast,"['hollywood', 'pop', 'post-teen pop']"
5sQqZtsAbXAoAnvA8iN9kN,High Valley,"['canadian country', 'contemporary country', 'country christmas', 'country road', 'modern country rock']"
2goxk1aXm6T4yopaZe5tHe,Hijos De Leyva,['regional mexican pop']
2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff,"['dance pop', 'europop', 'pop', 'pop christmas', 'post-teen pop']"
70FybmH2MMz9fHewhnLvjs,Chris Hillman,"['alternative country', 'country rock', 'folk', 'outlaw country', 'pub rock', 'roots rock', 'traditional folk']"
74cb3MG0x0BOnYNW1uXYnM,Hillsong United,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'rock cristiano', 'worship']"
6BMhCQJYHxxKAeqYS1p5rY,Hinder,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rap metal']"
4dM6NDYSfLcspt8GLoT5aE,Hippie Sabotage,['electronic trap']
1btWGBz4Uu1HozTwb2Lm8A,Hippo Campus,"['indie pop', 'indie poptimism', 'indie psych-rock', 'indie rock', 'indietronica', 'modern rock']"
5Qnpdt4MtT54U7fFNEYDTZ,Hipsway,['dance rock']
7AKlIvLsIJNq4xv8Nl6o5A,JT Hodges,"['contemporary country', 'country road', 'lift kit', 'modern country rock']"
7ftZLBtMuNBXnnDFKbAblK,Hoku,['candy pop']
5SHQUMAmEK5KmuSb0aDvsn,Hole,"['alternative rock', 'grunge', 'lilith', 'pop rock', 'post-grunge', 'rock']"
4gXMKWbaoOBxvxAMz9Zbg4,Holland-Dozier,['deep motown']
62gL3RAdJAPUmjrYudnVjy,Holly Brook,"['acoustic pop', 'folk-pop', 'lilith']"
2XoFAPZgzpzwuYRUwnSPJu,Homer & Jethro,"['comic', 'country christmas', 'cowboy western', 'western swing']"
7kFyhQTV7cbd3iSYW2yt1Q,Honeymoon Suite,"['album rock', 'canadian metal', 'glam metal', 'hard rock']"
2MqhkhX4npxDZ62ObR5ELO,Hoobastank,"['alternative metal', 'emo', 'funk metal', 'modern rock', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal', 'rap rock']"
1ZLO8d7zll1WeQJUHaxQer,HoodRich Pablo Juan,"['deep trap', 'southern hip hop', 'trap music', 'vapor trap']"
382aq8Pij5V2nE2JMHMoxl,Hoodie Allen,"['indie pop rap', 'pop rap', 'rap']"
7uhvDINTTiD0XBrP9fquN1,The Hooters,"['album rock', 'mellow gold']"
08ct2eZF5lUPdJpHwNKWof,Hootie & The Blowfish,"['mellow gold', 'neo mellow', 'pop christmas', 'pop rock', 'post-grunge', 'rock']"
64K8B0w3UkARLiwjpm6DEL,"Faith, Hope & Charity",['deep disco']
5Ag2Y0TZZusl7Ky6dBjvuE,Horace Brown,"['new jack swing', 'urban contemporary']"
0YJh7LL1SsLgWfSXjIFbfg,Horst Jankowski,"['ballroom', 'easy listening', 'exotica', 'lounge']"
0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,"['alternative metal', 'alternative rock', 'funk metal', 'permanent wave', 'post-grunge', 'rock']"
6jTnHxhb6cDCaCu4rdvsQ0,Hot Chelle Rae,"['dance pop', 'emo', 'modern rock', 'neo mellow', 'pop christmas', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'punk christmas', 'teen pop', 'viral pop']"
72VzFto8DYvKHocaHYNWSi,Hot Chocolate,"['disco', 'soft rock', 'soul christmas']"
2ooIqOf4X2uz4mMptXCtie,Neutral Milk Hotel,"['alternative rock', 'anti-folk', 'athens indie', 'chamber pop', 'e6fi', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'neo-psychedelic', 'noise pop', 'singer-songwriter', 'stomp and holler']"
7EGwUS3c5dXduO4sMyLWC5,Houndmouth,"['deep new americana', 'folk-pop', 'funk', 'indie folk', 'indie pop', 'modern blues', 'modern rock', 'new americana', 'shimmer pop', 'shiver pop', 'stomp and holler']"
0iu8uY2sqeWpiwxcdwOonn,House Of Lords,"['album rock', 'glam metal', 'hard rock', 'melodic hard rock', 'sleaze rock']"
0AuW7OCyKfFrsMbtHrYgIV,House Of Pain,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'west coast rap']"
6XpaIBNiVzIetEPCWDvAFP,Whitney Houston,"['dance pop', 'pop', 'pop christmas', 'r&b', 'soul christmas', 'urban contemporary']"
16Xx0WCnAKOA9mwPPSUJmr,Houston Person,"['hard bop', 'jazz christmas', 'jazz saxophone', 'soul jazz']"
0E8NThqr21dCUKDFEDPpuY,How I Became the Bomb,['vapor pop']
3S78Gzhp1D01i1x2KGXrnh,Howard Hewett,"['funk', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'soul christmas', 'urban contemporary']"
6loBF9iQdE11WSX29fNKqY,Howard Jones,"['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
2z6I01y9cdNA4IlOAIcQED,Howard Tate,"['chicago soul', 'memphis soul', 'soul blues', 'southern soul']"
0ekbDNE2eOq8QiaXM34wer,Howie Day,"['acoustic pop', 'neo mellow', 'pop rock', 'singer-songwriter']"
4Qfv2sYwJcGqdqF7UaMZgQ,Hoyt Axton,"['outlaw country', 'traditional country', 'traditional folk']"
2FXC3k01G6Gw61bmprjgqS,Hozier,"['folk-pop', 'modern blues']"
5fljMGfogbYnsdQBoPFKjW,Huelyn Duvall,['neo-rockabilly']
7A9yZMTrFZcgEWAX2kBfK6,Huey Lewis & The News,"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']"
06VZekh3wTqjHJbGCNBBLu,"Huey ""Piano"" Smith","['jump blues', 'memphis blues', 'new orleans blues']"
5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,['hollywood']
5WM5zPOswRcPu07rxP2dQv,Hugh Laurie,['comic']
1b3F5FI7TX4IWTNA4P1kWp,Hugh Masekela,"['afrobeat', 'afropop', 'jazz trumpet', 'south african jazz', 'world']"
3z1cp4jtdPSklLE90162gh,Tim Hughes,"['alternative ccm', 'ccm', 'christelijk', 'christian alternative rock', 'christian music', 'worship']"
0JBc7Jztn7EdEVjyMCN6Wi,Hugo Montenegro,"['classic soundtrack', 'easy listening', 'exotica', 'lounge']"
2CxLP749mup3ncPrXgCnvU,Humble Pie,"['album rock', 'art rock', 'blues-rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'psychedelic rock', 'pub rock', 'rock', 'southern rock', 'symphonic rock', 'texas blues']"
6extd4B6hl8VTmnlhpl2bY,Huncho Jack,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'vapor trap']"
7H6dkUChT5EoOQtUVMg4cN,Hunter Hayes,"['contemporary country', 'country', 'country christmas', 'country road', 'modern country rock', 'neo mellow', 'pop rock', 'post-teen pop']"
1fQ46lgoUCz8FVXdTVNk0a,Hurricane Chris,"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
0GzVceAvbqLBozWT3s6QcE,Hustle Gang,"['crunk', 'deep southern trap', 'deep trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
3aGFCoR8xGN6DKwvdzeSja,ILoveMakonnen,"['pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']"
3Uobr6LgQpBbk6k4QGAb3V,I Prevail,['screamo']
5bCNJ1ICzdnzK0yoCIP2Ip,The World Is A Beautiful Place & I Am No Longer Afraid To Die,"['alternative emo', 'emo', 'lo-fi', 'modern rock']"
3BeKHKMrAmeL5GkGQKNiFX,I-15,['alternative r&b']
0qziYi2GvPoLPnchRMQdxk,I-20,"['crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
0WsQby2bU6kzZcvikYRdms,IMx,['boy band']
1eClJfHLoDI4rZe5HxzBFv,INXS,"['australian alternative rock', 'australian pop', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']"
0tqCXWVRTvS1rQl4diCNCh,IYFFE,"['bass trap', 'catstep']"
2ZavqCJe7uqkRpISes0NFi,Iamsu!,"['hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'west coast trap']"
7fmugt9MKV9lcPgBjEzVdm,Ian Gomm,"['power pop', 'pub rock']"
1Ov9t7KbQF0oz9B4JsMfV2,Ian Hunter,"['blues-rock', 'british blues', 'classic rock', 'glam rock', 'power pop', 'pub rock', 'roots rock']"
27IuDZNaLuEtupD8QZftiZ,Ian van Dahl,"['bubble trance', 'eurodance', 'europop']"
7GYdSOyUNp70L6kXepVAzJ,Ian Whitcomb,['british invasion']
3Mcii5XWf6E0lrY3Uky4cA,Ice Cube,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'west coast rap']"
0eGh2jSWPBX5GuqIHoZJZG,Ice-T,"['electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'west coast rap']"
3IUisqn0mluZR0LITs8Sqk,ICEHOUSE,"['australian alternative rock', 'australian pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
39afGThIZjTTMH5enuLXYI,The Icicle Works,"['dance rock', 'madchester', 'new romantic', 'new wave']"
1VBflYyxBhnDc9uVib98rw,Icona Pop,"['candy pop', 'dance pop', 'metropopolis', 'pop', 'swedish idol pop', 'swedish pop', 'swedish synthpop']"
73Np75Wv2tju61Eo9Zw4IR,Idina Menzel,"['broadway', 'christmas', 'hollywood', 'pop christmas', 'post-teen pop', 'show tunes']"
6ghiUK2ao3KcmmDt2pbNzN,Idris Muhammad,"['afrobeat', 'classic funk rock', 'funk', 'jazz funk', 'soul jazz']"
5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']"
33EUXrFKGjpUSGacqEHhU4,Iggy Pop,"['alternative rock', 'classic rock', 'dance rock', 'garage rock', 'glam rock', 'heavy christmas', 'new wave', 'permanent wave', 'protopunk', 'psychedelic rock', 'punk', 'punk christmas', 'rock', 'singer-songwriter']"
0aeRagbqQCOKkVURrvcMrn,Cliff Edwards,"[""children's christmas"", 'movie tunes']"
1ZikppG9dPedbIgMfnfx8k,Ike & Tina Turner,"['brill building pop', 'chicago soul', 'jazz blues', 'memphis soul', 'motown', 'soul', 'soul blues', 'southern soul']"
2prhxg78mXtbxE5ZcHGvQj,Ill Al Skratch,['hardcore hip hop']
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,"['modern rock', 'vegas indie']"
4XDxFeclKBCFPb30yQlRUH,Immature,"['new jack swing', 'urban contemporary']"
0lwRI7lvmlRY5DiA5Xa6wQ,Lipps Inc.,['disco']
3YcBF2ttyueytpXtEzn1Za,Incubus,"['alternative metal', 'alternative rock', 'funk metal', 'heavy christmas', 'modern rock', 'nu metal', 'pop christmas', 'pop rock', 'post-grunge', 'rap metal', 'rap rock', 'rock']"
548rrSsuNeXvWPR9ezbDUt,The Independents,['horror punk']
7Gf3LSwa5hh8Cjo60WhVjC,India.Arie,"['dance pop', 'hip pop', 'indie r&b', 'neo soul', 'pop christmas', 'r&b', 'urban contemporary']"
4wM29TDTr3HI0qFY3KoSFG,Indigo Girls,"['folk', 'folk christmas', 'folk-pop', 'lilith', 'new wave pop', 'pop christmas', 'pop rock', 'singer-songwriter']"
7mmU5GuOoyxoBAgOZkSVj7,Bomb the Music Industry!,"['folk punk', 'indie punk', 'lo-fi', 'ska', 'ska punk']"
1bkpTEmumLC3xc7HgMsttU,INFINITE,"['dance pop', 'k-pop']"
6bJUzb3mLEYCkTAp7eNJgO,Information Society,"['dance rock', 'freestyle', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
2vm8GdHyrJh2O2MfbQFYG0,Ingrid Michaelson,"['acoustic pop', 'ectofolk', 'folk-pop', 'indie pop', 'lilith', 'neo mellow', 'pop rock', 'singer-songwriter']"
1VJspRsoC6c0bvqhnSiFCs,Ini Kamoze,"['dancehall', 'dub', 'reggae', 'reggae fusion', 'roots reggae', 'world christmas']"
5os0Ltvz8Q8BvXOPOd1frx,Inner Circle,"['reggae', 'reggae fusion', 'roots reggae']"
0vUJ3QLN3MlRfjOc2LjGWp,Inner City,"['acid house', 'chicago house', 'deep house', 'detroit techno', 'disco house', 'hardcore techno', 'hip house', 'speed garage', 'vocal house']"
4xtWjIlVuZwTCeqVAsgEXy,Insane Clown Posse,"['comic', 'rap metal', 'rap rock']"
2vxhgszTmEHgbNJM7Xd3aW,Instant Funk,"['classic funk rock', 'disco', 'funk', 'post-disco']"
60NUqMAjyXcjrlp4fE3bGc,Intonation,"['deep freestyle', 'freestyle']"
03n0Ll5tJjUxajYOvc0TQm,Intro,"['new jack swing', 'urban contemporary']"
3oZa8Xs6IjlIUGLAhVyK4G,Irene Cara,"['disco', 'europop', 'new wave pop']"
01Z8Z9K54zewyP04ZfGLSv,Irma Thomas,"['chicago soul', 'funk', 'jazz blues', 'jazz christmas', 'memphis blues', 'memphis soul', 'new orleans blues', 'soul', 'soul blues', 'soul christmas', 'southern soul']"
3cdvlbCYf4WoBdy89RWkNS,Iron Butterfly,"['blues-rock', 'british blues', 'classic rock', 'hard rock', 'psychedelic rock', 'symphonic rock']"
3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,"['chicago soul', 'classic funk rock', 'deep funk', 'disco', 'funk', 'jazz blues', 'jazz funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'soul christmas', 'southern soul']"
53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz blues', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'soul christmas', 'southern soul']"
6Ai8wem3AnC3ccP6E5aw1q,Isyss,['hip pop']
6ouLM9uXt774BmPfmTzgX8,Ivo Robic,"['classic schlager', 'croatian pop']"
5tKXB9uuebKE34yowVaU3C,Iyaz,"['dance pop', 'pop rap', 'post-teen pop']"
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,"['latin', 'reggaeton']"
0SDGEgp8DEGaudRPNxBttt,J-Dawg,['bounce']
1Zz5UxfKSSqc6hpa3xJPCw,J-Kwon,"['crunk', 'dirty south rap', 'hip pop', 'pop rap', 'southern hip hop']"
61whxt4O1XSL0DNux0eTtp,J-Shin,['alternative r&b']
6QiSpmkvVxkrB0Prr35zko,J. Blackfoot,"['soul blues', 'southern soul', 'southern soul blues']"
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']"
6bsEozzA1CHU0TIq2DXDxq,J. Dash,['pop rap']
7G6hXrjGpi6I7waNl4wxAk,J. Holiday,"['alternative r&b', 'bassline', 'dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']"
0I7UnRLIdCD310ZBgeuqh5,JD Souther,"['folk', 'folk rock', 'mellow gold', 'soft rock', 'southern rock']"
2hIOIluaknpeTzdniBzj8A,J.J. Barnes,"['chicago soul', 'motown', 'northern soul']"
06nsZ3qSOYZ2hPVIMcr1IN,J.J. Cale,"['acoustic blues', 'blues', 'blues-rock', 'classic rock', 'country blues', 'delta blues', 'electric blues', 'folk rock', 'jazz blues', 'mellow gold', 'modern blues', 'rock', 'roots rock', 'singer-songwriter', 'soul blues', 'texas blues']"
2eynOGnZLqDuEJwbRHlHN1,J.J. Fad,"['electro', 'miami bass', 'old school hip hop']"
3nFkdlSjzX9mRTtwJOzDYB,JAY Z,"['bulgarian hip hop', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
6u5mhJXgAKPTj6YVlZSPY9,JD McPherson,"['funk', 'garage rock', 'modern blues', 'new americana', 'rockabilly']"
1pJhCUTEZhR4nYeemYlkVz,JT Money,"['crunk', 'dirty south rap', 'southern hip hop']"
1J2VVASYAamtQ3Bt8wGgA6,Ja Rule,"['crunk', 'dance pop', 'dirty south rap', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']"
1INuLZXjjVbcJRyWvD1iSq,Jack & Jack,"['pop', 'post-teen pop', 'teen pop']"
