artist_id,genre
0urTpYCsixqZwgNTkPJOJ4,hip hop
0urTpYCsixqZwgNTkPJOJ4,hip pop
0urTpYCsixqZwgNTkPJOJ4,indie r&b
0urTpYCsixqZwgNTkPJOJ4,neo soul
0urTpYCsixqZwgNTkPJOJ4,pop
0urTpYCsixqZwgNTkPJOJ4,pop rap
0urTpYCsixqZwgNTkPJOJ4,r&b
0urTpYCsixqZwgNTkPJOJ4,urban contemporary
5338fdSzGNOFD4cxAxDTeq,dance pop
5338fdSzGNOFD4cxAxDTeq,post-teen pop
772SIFJQiXTCfxncTK1UMn,neo soul
772SIFJQiXTCfxncTK1UMn,new jack swing
772SIFJQiXTCfxncTK1UMn,quiet storm
772SIFJQiXTCfxncTK1UMn,r&b
772SIFJQiXTCfxncTK1UMn,soul christmas
772SIFJQiXTCfxncTK1UMn,urban contemporary
2t2XKfWKLXpFIjFwy1K8wx,alternative metal
2t2XKfWKLXpFIjFwy1K8wx,contemporary country
2t2XKfWKLXpFIjFwy1K8wx,country
2t2XKfWKLXpFIjFwy1K8wx,country road
2t2XKfWKLXpFIjFwy1K8wx,modern country rock
2t2XKfWKLXpFIjFwy1K8wx,post-grunge
2t2XKfWKLXpFIjFwy1K8wx,redneck
3YmywXnB2RxQ9IvUzZqvo9,canadian country
3YmywXnB2RxQ9IvUzZqvo9,country road
57ALvbCBaCkNlgTOSiUPdT,jazz blues
57ALvbCBaCkNlgTOSiUPdT,jazz christmas
57ALvbCBaCkNlgTOSiUPdT,memphis soul
57ALvbCBaCkNlgTOSiUPdT,motown
57ALvbCBaCkNlgTOSiUPdT,new orleans blues
57ALvbCBaCkNlgTOSiUPdT,pop christmas
57ALvbCBaCkNlgTOSiUPdT,quiet storm
57ALvbCBaCkNlgTOSiUPdT,soul
57ALvbCBaCkNlgTOSiUPdT,soul blues
57ALvbCBaCkNlgTOSiUPdT,soul christmas
57ALvbCBaCkNlgTOSiUPdT,southern soul
4XwKU420OWVk38vz1KvH3M,contemporary country
4XwKU420OWVk38vz1KvH3M,country
4XwKU420OWVk38vz1KvH3M,country christmas
4XwKU420OWVk38vz1KvH3M,country gospel
4XwKU420OWVk38vz1KvH3M,country road
4XwKU420OWVk38vz1KvH3M,country rock
4XwKU420OWVk38vz1KvH3M,outlaw country
4XwKU420OWVk38vz1KvH3M,redneck
4XwKU420OWVk38vz1KvH3M,traditional country
5BKzvAPtNXnt0LwzGvKOH3,contemporary country
5BKzvAPtNXnt0LwzGvKOH3,country
5BKzvAPtNXnt0LwzGvKOH3,country road
5BKzvAPtNXnt0LwzGvKOH3,deep texas country
5BKzvAPtNXnt0LwzGvKOH3,modern country rock
5BKzvAPtNXnt0LwzGvKOH3,outlaw country
5BKzvAPtNXnt0LwzGvKOH3,texas country
0wu8tyvMCOGjBM72P3zd9w,dixieland
4Nfj9qeKS8OmfFmOA6K6K2,ectofolk
4Nfj9qeKS8OmfFmOA6K6K2,lilith
4Nfj9qeKS8OmfFmOA6K6K2,new wave pop
31HjiqargV4NAw4GZqUale,crunk
31HjiqargV4NAw4GZqUale,dirty south rap
31HjiqargV4NAw4GZqUale,dwn trap
31HjiqargV4NAw4GZqUale,gangster rap
31HjiqargV4NAw4GZqUale,hip hop
31HjiqargV4NAw4GZqUale,pop rap
31HjiqargV4NAw4GZqUale,rap
31HjiqargV4NAw4GZqUale,southern hip hop
31HjiqargV4NAw4GZqUale,trap music
62olK5zZHSgFUXGDykgBL8,album rock
62olK5zZHSgFUXGDykgBL8,glam metal
62olK5zZHSgFUXGDykgBL8,hard rock
62olK5zZHSgFUXGDykgBL8,metal
62olK5zZHSgFUXGDykgBL8,rock
5ksRONqssB7BR161NTtJAm,bubblegum dance
5ksRONqssB7BR161NTtJAm,dance pop
5ksRONqssB7BR161NTtJAm,eurodance
5ksRONqssB7BR161NTtJAm,europop
5ksRONqssB7BR161NTtJAm,hip house
5ksRONqssB7BR161NTtJAm,new wave pop
5ksRONqssB7BR161NTtJAm,pop rock
5ksRONqssB7BR161NTtJAm,swedish pop
7BMccF0hQFBpP6417k1OtQ,alternative hip hop
