found_name,genres,read_name,spotify_id
Alphaville,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",Alphaville,0xliTEbFfy5HQHvsTknTkX
Alton McClain & Destiny,[],Alton McClain & Destiny,7ERhQyRZQpfYARqiv4L9Dh
Alvin & The Chipmunks,"[""children's christmas"", ""children's music"", 'kids dance party']",Alvin And The Chipmunks,1SCWcYnoEh1978ycTDhZoW
Alvin Cash,[],Alvin Cash,1WCwBdS98wO4nYxdIpx6qw
Alvin Cash & The Crawlers,[],Alvin Cash & The Crawlers,3bKRu4SjS8I0y7yWhvFfWw
Alvin Cash & The Registers,[],Alvin Cash & The Registers,1lhlZw4vM0CJjJqdUlJtce
Alvin Robinson,[],Alvin Robinson,3J2KA7iktnREuTJnn6uwgS
Aly & AJ,"['dance pop', 'pop', 'post-teen pop']",Aly & AJ,5wugb0kaq0J6nyQ5Xgd17i
Amanda Cook,"['anthem worship', 'worship']",Amanda,53Gnd3lGlcL8ua9Yyu9xDP
Amanda Brown,['deep talent show'],Amanda Brown,11VRTR3lSXmFs5YZfmNOl7
Amanda Marshall,"['canadian pop', 'lilith']",Amanda Marshall,2ON3fLFbL1rHfHEjeYNKsO
Amanda Perez,"['deep pop r&b', 'hip pop', 'r&b', 'urban contemporary']",Amanda Perez,5DqmNLPM1kAbSBQk2FMm6b
Amazing Rhythm Aces,"['country rock', 'outlaw country', 'roots rock', 'southern rock']",Amazing Rhythm Aces,5wpS6LUdQYMoAreKITVtrH
Shaka Amazulu The 7th,[],Amazulu,7rDn5lYbCFDYLL6ZirkSuR
X Ambassadors,"['modern rock', 'pop', 'stomp pop']",Ambassadors,3NPpFNZtSTHheNBaWC82rB
Amber Run,"['indie anthem-folk', 'indie folk']",Amber,0MmnmsAuQKRFpo6vJElcaU
Amber Carrington,['deep talent show'],Amber Carrington,6YdYhEJqzEypHPI4KA0KyF
Amber Coffman,[],Amber Coffman,4vpGVGgxSDcCTmqYbsOnsn
Ambrosia,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",Ambrosia,0J2Ej2rMQyqaUX3G6MUISw
Amel Larrieux,"['deep indie r&b', 'indie r&b', 'neo soul', 'r&b', 'urban contemporary']",Amel Larrieux,4hVcxmC7igpot32EzQf7IR
Ameria,[],Ameria,1rHE9GIzQio52kTCadXdyL
America,"['album rock', 'art rock', 'classic rock', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'pop christmas', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",America,35U9lQaRWSQISxQAB94Meo
American Authors,"['brooklyn indie', 'modern rock', 'neo mellow', 'pop rock']",American Authors,0MlOPi3zIDMVrfA9R04Fe3
American Flyer,[],American Flyer,2KkFIF79ZjJaNd28LPAtOB
American Hi-Fi,"['pop punk', 'pop rock']",American Hi-Fi,4XlcLj6bxCnpBIOHmBpIWP
American Idol Finalists,['idol'],American Idol Finalists,6kLiZDHCFJXdQNa1i7ywcQ
American Idol Finalists - Season 4,['idol'],American Idol Finalists Season 4,7xI9l2heJcFDlfzwUATUFr
,[],American Idol Top 8,
Amerie,"['dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'r&b', 'urban contemporary']",Amerie,08rMCq2ek1YjdDBsCPVH2s
Amidy,[],Amidy,685c4a84PTRlygc8EUE7tV
Amii Stewart,['disco'],Amii Stewart,7GPNaPWw3STF8NYp39pd8G
,[],Amii Stewart & Johnny Bristol,
Amil,['hip pop'],Amil,6NzM38IkXdbQsQ4qW9CG7z
,[],Amil (Of Major Coinz,
Aminé,"['hip hop', 'pop', 'pop rap', 'rap', 'trap music']",Amine,3Gm5F95VdRxW3mqCn8RPBJ
Amy Grant,"['ccm', 'christian alternative rock', 'christian christmas', 'christian music', 'pop christmas']",Amy Grant,72Nhcx7prNk2ZCxhx0Y5es
Amy Holland,[],Amy Holland,14cTO4S2dPhz4XuVEMMX3v
Amy Lee,[],Amy Lee,6wzSp8kGs3T2RvfwzFn1M6
Amy Winehouse,[],Amy Winehouse,6Q192DXotxtaysaqNPy5yR
Ana Olgica,['focus'],Ana,29nLvGubwGVV9I4kF3nldc
Anacostia,[],Anacostia,2nOjvmFF53XNLhnQSUn8yG
Anaïs Mitchell,"['chamber pop', 'folk-pop', 'indie folk', 'stomp and holler']",Anais,7K5Lm5dxoEwEpOS0Fc3l3s
Anastacia,"['dance pop', 'europop']",Anastacia,2siHvYaxjaW5rKVRiIrMYH
Red Rat & Goofy,[],And Goofy,0JjuT4qYMHFsldcYEIjfQL
André 3000,"['dirty south rap', 'southern hip hop']",Andre 3000,74V3dE1a51skRkdII8y2C6
André Previn,"['classical', 'orchestral']",Andre Previn,2tfWguHr2nj4e8KXLKciVq
Andre Williams,"['garage rock', 'punk blues']",Andre Williams,4mmEKUZZBwnzg4m6hizPyN
,[],Andre Williams & His Orch.,
Andrea Burns,"['broadway', 'show tunes']",Andrea Burns,23OBpHr3yXnMMCu13Fg1Oa
Andrea Carroll,[],Andrea Carroll,4Sw1tN6HZv9CHEKMFHewSd
Andrea Martin,[],Andrea Martin,4CfTFp39LgcvLWn9YQBIbZ
Andrea True Connection,"['disco', 'soul christmas']",Andrea True Connection,3GHovBcEWpbnwCZDPF9GpM
Andrew Gold,"['soft rock', 'underground power pop']",Andrew Gold,5fmvGUlMVgmnCn45f1he7d
Andrew McMahon in the Wilderness,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'neo mellow', 'piano rock', 'pop rock']",Andrew McMahon In The Wilderness,716ZwtZBmwROBXcFmCzfdM
Andrew Ridgeley,['boy band'],Andrew Ridgeley,7s8YNE4OYY44nrlSTAKLOD
Andrew Seeley,[],Andrew Seeley,1F8auFqRO62edrdFKPcZ53
,[],Andrew Seeley & Vanessa Anne Hudgens,
Andru Donalds,[],Andru Donalds,4wuHLh6AEK7selBuj38cRz
Andy & David Williams,[],Andy & David Williams,0sqsitBTgof24mPIzZx3Dh
Andy Fairweather Low,[],Andy Fairweather Low,0lZmP91eT6v4c9N9eoMmJD
Andy Fraser,[],Andy Fraser,3N9UQPXdiusFPiz3MOf5PW
Andy Gibb,"['adult standards', 'bubblegum pop', 'disco', 'mellow gold', 'soft rock']",Andy Gibb,4YPqbAiLzBg5DIfsgQZ8QK
,[],Andy Gibb & Olivia Newton-John,
,[],Andy Gibb & Victoria Principal,
Andy Grammer,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",Andy Grammer,2oX42qP5ineK3hrhBECLmj
Andy Griggs,"['contemporary country', 'country', 'country road', 'modern country rock']",Andy Griggs,7CyJIUpcWZK2zFM6gKLKvD
Andy Kim,"['brill building pop', 'bubblegum pop']",Andy Kim,5MYBNUKoFf9LAg30ByaBli
Andy Pratt,['folk christmas'],Andy Pratt,52eo86qhuWj4zGGmof8smO
Andy Stewart,['traditional scottish folk'],Andy Stewart,5xwYhjMTWJ66BjCvfcc6ii
Andy Taylor,[],Andy Taylor,6L2r7rD7aQFiHW0Tqy1xgL
Andy Williams,"['adult standards', 'brill building pop', 'christmas', 'easy listening', 'lounge', 'mellow gold', 'operatic pop', 'vocal jazz']",Andy Williams,4sj6D0zlMOl25nprDJBiU9
Angel Olsen,"['art pop', 'chamber pop', 'dream pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'neo-psychedelic', 'preverb', 'singer-songwriter', 'stomp and holler']",Angel,6mKqFxGMS5TGDZI3XkT5Rt
The Angel City Dixieland Band,[],Angel City,4wXWYHjwSf3e8W9Gesw0Wa
Angela McCluskey,[],Angela McCluskey,5AlIxbb8HarTSm2tdA5F0x
Angela Winbush,"['disco', 'funk', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'soul christmas', 'urban contemporary']",Angela Winbush,1EIgKOrzyOQRB3l43EfymN
Angelica Vale,[],Angelica,62B2sz2W3zAcqGnlQtYTaO
Angelina,['freestyle'],Angelina,2xMPv7r6uppYaOJBXoMIXs
Angels & Airwaves,"['emo', 'modern rock', 'pop rock']",Angels & Airwaves,7xklw3WodFZiNNmQt3DIgp
,[],Angie Mar,
Angie Martinez,['hip pop'],Angie Martinez,6VJqy1YyzrK4ZhgGs9cNTy
Angie Stone,"['hip pop', 'neo soul', 'pop christmas', 'r&b', 'soul', 'urban contemporary']",Angie Stone,2hWr3AjjKOCVmWcwvuT4uM
Animotion,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",Animotion,6eQHjJJa52LUGjBKP5UPos
,[],Anita & Th' So-And-So's,
Anita Baker,"['classic funk rock', 'disco', 'funk', 'jazz christmas', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'soul christmas', 'urban contemporary']",Anita Baker,46CH1Gp8l8QVly8bpG9JFG
Anita Bryant,['deep adult standards'],Anita Bryant,2M93P87MDGek6uzg7Jn7he
,[],Anita Cochran (Duet,
,[],Anita Humes,
Anita Ward,['disco'],Anita Ward,3Dd6jD1AApgtNoU6SJWR7P
Ann Cole,['jump blues'],Ann Cole,1Ig4eJhkfzDB2386DVJ0TQ
Ann Peebles,"['chicago soul', 'classic funk rock', 'deep funk', 'funk', 'jazz blues', 'memphis soul', 'motown', 'soul', 'soul blues', 'southern soul']",Ann Peebles,5dM7jA0PXh0Ozz8LT2YOCB
Ann Wilson,[],Ann Wilson,4lPDIYPFDs5gpcToUczJDs
,[],Ann Wilson & Robin Zander,
Ann-Margret,[],Ann-Margret,69LGCmz5gH56OxMRVmyMte
Anna Kendrick,['hollywood'],Anna Kendrick,6xfqnpe2HnLVUaYXs2F8YS
Anna King,[],Anna King,7KDM8MTvoxHhMp6jy8208w
,[],Anna King-Bobby Byrd,
Anna Nalick,"['acoustic pop', 'folk-pop', 'lilith', 'neo mellow', 'pop rock']",Anna Nalick,4LoM3lMauQ540MW9QiyIcR
Anna Wise,"['deep indie r&b', 'escape room', 'indie r&b']",Anna Wise,0N41KJ4H6bkPAm2tx7VS8C
AnnaSophia Robb,[],AnnaSophia Robb,6Hly7A8KsiiIDP6TW6j2SV
Annaka,[],Annaka,1Vh65DITW8DdysXA0Fw3dJ
Anne Hathaway,"['hollywood', 'show tunes']",Anne Hathaway,0nIyPY7J7G68WgQEOLHn0x
Anne Murray,"['adult standards', 'bubblegum pop', 'canadian country', 'canadian pop', 'country christmas', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'nashville sound', 'soft rock']",Anne Murray,7d7q5Y1p2QWS4QRAhTQR5E
Anne-Marie,"['dance pop', 'pop', 'post-teen pop', 'tropical house']",Anne-Marie,1zNqDE7qDGCsyzJwohVaoX
Annette Moreno,['latin christian'],Annette,3ECxfxbxwRMTXdy1I5HWJq
Annie Lennox,"['dance pop', 'folk', 'folk christmas', 'lilith', 'mellow gold', 'new romantic', 'new wave pop', 'pop christmas', 'pop rock', 'singer-songwriter', 'soft rock']",Annie Lennox,5MspMQqdVbdwP6ax3GXqum
,[],Annie Lennox & Al Green,
Another Bad Creation,"['boy band', 'new jack swing']",Another Bad Creation,454VBUMshEg0sxzoWKTYbT
,[],Anson Williams,
Little Anthony & The Imperials,"['adult standards', 'brill building pop', 'chicago soul', 'doo-wop', 'motown', 'northern soul', 'rock-and-roll']",Anthony & The Imperials,3PF1KBeHYb14yKgsiE693V
Anthony Hamilton,"['dance pop', 'funk', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop christmas', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",Anthony Hamilton,2DzRMyWgjuMbYvt5BLbpCo
Anthony Newley,[],Anthony Newley,5JXvJb6vQkSCFGCh4FCKOI
Antoine Dodson,[],Antoine Dodson,3rhkghmBZVTNwfxwmt3UoL
Anya Marina,"['acoustic pop', 'folk-pop']",Anya Marina,6xYBLeSMu1AqPsnUzEvx5n
Anything Box,"['deep new wave', 'neo-synthpop', 'new romantic', 'new wave', 'synthpop']",Anything Box,0AEDwJyvLfojF4iKEmJDMT
Tropicalísimo Apache,[],Apache,1veLiIQBt4YcFO5Z36DwFO
Apocalyptica,"['alternative metal', 'bow pop', 'cello', 'classical christmas', 'heavy christmas', 'nu metal', 'power metal', 'progressive metal']",Apocalyptica,4Lm0pUvmisUHMdoky5ch2I
Omar Apollo,"['indie r&b', 'lo-fi beats']",Apollo,5FxD8fkQZ6KcsSYupDVoSO
Apollo 100,[],Apollo 100,6v0kvTi9pOI2ZFrWGQhdsc
Apollonia,[],Apollonia,3anL0yEu608Dg2YcVFLUZn
,[],Apollonia 6,
April Bender,[],April,4nEs5Ln0E5g3UtNu8suntA
April Stevens,"['exotica', 'lounge']",April Stevens,7BFShZYHZNpWDPHZiVdC5U
Nino Tempo & April Stevens,[],April Stevens & Nino Tempo,5s1WKkWyMzhGnLZ0ClgyTN
April Wine,"['album rock', 'canadian indie', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",April Wine,1JHzh1ETQTMoFb2CgncnTL
Aqua,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'pop christmas']",Aqua,6kBjAFKyd0he7LiA5GQ3Gz
Arab,[],Arab,4RIVN7dw1fma8Bmtn6XnS1
Arcade Fire,"['canadian indie', 'canadian pop', 'chamber pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave']",Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB
Arcadia,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",Arcadia,2HMuzFmTtwL4ur1zJNCU7f
Archie Bell & The Drells,"['chicago soul', 'disco', 'memphis soul', 'motown', 'northern soul', 'soul', 'soul blues', 'southern soul']",Archie Bell & The Drells,1kupwLFpHALpmhp5qol8xH
Arctic Monkeys,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'sheffield indie']",Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH
Aretha Franklin,"['adult standards', 'christmas', 'classic funk rock', 'disco', 'funk', 'jazz blues', 'memphis soul', 'singer-songwriter', 'soul', 'soul blues', 'soul christmas', 'southern soul', 'vocal jazz']",Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok
,[],Aretha Franklin & Elton John,
,[],Aretha Franklin & George Michael,
,[],Aretha Franklin And George Benson,
Argent,"['art rock', 'blues-rock', 'british blues', 'canterbury scene', 'classic rock', 'progressive rock', 'psychedelic rock', 'symphonic rock']",Argent,46VosWAvtZsBl7rvxufsWG
Ariana Grande,"['dance pop', 'pop', 'pop christmas', 'post-teen pop']",Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR
,[],Ariana Grande & John Legend,
,[],Ariana Grande & Nathan Sykes,
,[],Ariana Grande & Nicki Minaj,
,[],Ariana Grande & The Weeknd,
Arianna Puello,['spanish hip hop'],Arianna,19Xm04ZiVtOB6J2Ti5vXhL
Ariel Camacho y Los Plebes Del Rancho,"['banda', 'regional mexican']",Ariel Camacho y Los Plebes Del Rancho,2Lxa3SFNEW0alfRvtdXOul
Arkade,[],Arkade,78tte40eKUMQ4WcqdZu6eP
"Joiner, Arkansas Jr. High School Band",[],Arkansas Junior High School Band,0pKSzgzoe56pxrgtFaxOnt
,[],Arlan Day,
Arley Perez,"['deep regional mexican', 'norteno', 'regional mexican']",Arley Perez,63zgw9LU9aqnuHnvHr3ZUZ
Arlo Guthrie,"['country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'traditional folk']",Arlo Guthrie,0B6QEFtRnneEzb4iqjI0Nw
Armageddon,[],Armageddon,0pper2FC30u4IeOmeH1sLa
Armin van Buuren,"['big room', 'edm', 'progressive house', 'progressive trance', 'trance']",Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5
Around The Way,[],Around The Way,45T0U1JSiGImIHfPVr0ZsU
Arpeggio,['deep disco'],Arpeggio,7pBt44qzGaaDTuMAB2I3o0
Arrested Development,"['hip hop', 'rap']",Arrested Development,5Va9LuEmaZxnbk1gMnjMD7
Arrow Benjamin,[],Arrow Benjamin,2RWMTZ0AXNLBbTT2Evtbdj
Arsenal Efectivo,['regional mexican pop'],Arsenal Efectivo,2MMXs21RASEwAmU7gRheQ0
Art Garfunkel,"['adult standards', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",Art Garfunkel,6kEsKkXuE4olX7m3mNLZkS
,[],Art Linkletter,
Art Mooney and His Orchestra,[],Art Mooney And His Orchestra,7LHVYe5tHSQNKkUc9Nd9CC
,[],Art N' Soul,
Art Of Noise,"['acid house', 'dance rock', 'electronic', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",Art Of Noise,77zrvBORXcnTyysjjKRfBU
Arthur Alexander,"['chicago soul', 'memphis soul', 'new orleans blues', 'northern soul', 'soul blues', 'southern soul']",Arthur Alexander,0j4pxInmdtF4bYQj0VVpbz
Arthur Baker,['electro'],Arthur Baker,5YzGCkGA6XEGKs2C9KRVKA
Arthur Conley,"['chicago soul', 'memphis soul', 'motown', 'northern soul', 'soul', 'soul blues', 'southern soul']",Arthur Conley,10TSIJnyUcowWhpjj59gHB
Arthur Lyman,"['easy listening', 'exotica', 'jazz vibraphone', 'lounge']",Arthur Lyman,4UAjW7ABQfMm5F88xCtQln
Arthur Lyman Group,[],Arthur Lyman Group,4sX0dNqcvEN1IwtkgYoWSG
Arthur Prysock,['vocal jazz'],Arthur Prysock,6yJZMmgqsTjH6ooVALu7oT
,[],Artie The 1 Man Party,
Artists for Haiti,[],Artists For Haiti,0WjcdSKSTiNtfM4uQDIPDm
,[],Artists For Puerto Rico,
"Artists Of Then, Now & Forever","['contemporary country', 'country', 'country road']",Artists Of Then,0KlSW3j5fUEfej47FOrBMr
Artists Stand Up To Cancer,[],Artists Stand Up To Cancer,5UHeeAHp48bScX1RfoUt8m
,[],Artists United Against Apartheid,
Ashanti,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop christmas', 'pop rap', 'r&b', 'rap', 'soul christmas', 'southern hip hop', 'urban contemporary']",Ashanti,5rkVyNGXEgeUqKkB5ccK83
Ashe,[],Ashe,6P5NO5hzJbuOqSdyPB7SJM
Asher Roth,"['indie pop rap', 'pop rap', 'rap']",Asher Roth,1wgY8huggK60P5nvYrwcYT
Ashford & Simpson,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",Ashford & Simpson,2EURsXo9qlt1aMWlviGCRi
Ashla Taylor,[],Ashla Taylor,6qLoaz6jbpomvSlRmP1Rnq
Ashlee Simpson,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",Ashlee Simpson,4hqDqHtBlgxXpLXVYf7c8L
Ashley Monroe,"['contemporary country', 'country', 'country dawn', 'modern country rock']",Ashley Monroe,37BiX28I6pF104F92U1hDP
Ashley Parker Angel,[],Ashley Parker Angel,1wLeBWSGyI3mnTeiDAcgjP
Ashley Tisdale,"['dance pop', 'pop', 'pop christmas', 'post-teen pop', 'viral pop']",Ashley Tisdale,2ddxtfC0oS8LoktXUHE7YL
,[],Ashley Tisdale & Lucas Grabeel,
Ashton Edminster,[],Ashton,3tnwxF4S1AA8x7nhPwLYY8
Ashton Shepherd,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",Ashton Shepherd,43eAoOm70bzBUNs4JKP5nE
Asia,"['album rock', 'art rock', 'hard rock', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",Asia,1bdytLV3FPjyhfrb6BhMej
Astrud Gilberto,"['adult standards', 'bossa nova', 'christmas', 'cool jazz', 'lounge', 'vocal jazz']",Astrud Gilberto,5rX2c1zow6hCph8PnnU3kF
Athena Cage,[],Athena Cage,2kqVmaPdvLEcfaT9oibK27
Athenaeum,['grunge pop'],Athenaeum,2sGlDQ2sedrgzVGMvnBgOG
Atlanta Rhythm Section,"['album rock', 'art rock', 'blues-rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",Atlanta Rhythm Section,0WgyCbru4tXnMsbTmX4mFw
Atlantic Starr,"['classic funk rock', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",Atlantic Starr,2YdVmtVBpIrv0N6WiBzSqm
Atmosphere,"['alternative hip hop', 'indie pop rap', 'pop rap']",Atmosphere,1GAS0rb4L8VTPvizAx2O9J
Attitudes,[],Attitudes,2CcCjcUlXVAy50DPkGND1X
Auburn,['deep pop r&b'],Auburn,3I5oBScoCTzPsuNPYA64l7
Audien,"['big room', 'brostep', 'deep big room', 'edm', 'electro house', 'electronic trap', 'indie poptimism', 'pop', 'progressive electro house', 'progressive house', 'tropical house']",Audien,4xnMDfgEmXZEEDdITKcGuE
Audience,[],Audience,3Zdr2HpUrWzxK6KAD8r4mw
Audioslave,"['alternative metal', 'alternative rock', 'hard rock', 'modern rock', 'nu metal', 'permanent wave', 'post-grunge', 'rap metal', 'rap rock', 'rock']",Audioslave,2ziB7fzrXBoh1HUPS6sVFn
,[],Audrey Arno And The Hazy Osterwald Sextet,
August Alsina,"['dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",August Alsina,19Fi1Rj7kk8kyiwxpXy3yM
Augustana,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",Augustana,61YE3whKiuRr83j1yOm5M7
Auli'i Cravalho,['disney'],Auli'i Cravalho,5mnS9jJdKQQcRSqFu5YPVe
Aurra,"['classic funk rock', 'disco', 'funk', 'post-disco', 'quiet storm']",Aurra,6f34Vi3DFJap7eJMDbpzEG
Austin Mahone,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",Austin Mahone,04abdnqPQe2N4fjztDea6z
Austin Roberts,[],Austin Roberts,79QvtIFqpA95nxbCT7pqPW
Austin Taylor,[],Austin Taylor,0amySV4EXOHsxagbY8vSsU
Autograph,"['album rock', 'classic russian rock', 'glam metal', 'hard rock', 'sleaze rock']",Autograph,2koMWjvRRF0cOpJnjhdKx0
Man Automatic,['modern downshift'],Automatic Man,5QbIc8sSpKLsI3xiYDXCFU
Autry Inman,[],Autry Inman,4bZ35anzwQN5e7jBYkB6iO
Avant,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'pop christmas', 'pop rap', 'r&b', 'soul christmas', 'southern hip hop', 'urban contemporary']",Avant,0AunegKKH2ys98aLxq8G1A
Avenged Sevenfold,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs
Aventura,"['bachata', 'latin', 'latin hip hop', 'latin pop', 'tropical']",Aventura,1qto4hHid1P71emI6Fd8xi
Average White Band,"['chicago soul', 'classic funk rock', 'deep funk', 'disco', 'funk', 'jazz funk', 'memphis soul', 'motown', 'post-disco', 'quiet storm', 'soul', 'soul blues', 'southern soul']",Average White Band,3tx8fyu3c4OBP5nejYtUOb
Avery Storm,['alternative r&b'],Avery Storm,79OSA519ScnPY0MVDpu8ZV
Avicii,"['big room', 'edm', 'electro house', 'pop', 'tropical house']",Avicii,1vCWHaC5f2uS3yhpwWbIA6
Avril Lavigne,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'pop christmas', 'post-teen pop']",Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j
Axe Murder Boyz,[],Axe,1svP7Bxh3YmM6rREL4pQxT
Axel Flovent,"['chamber pop', 'indie anthem-folk', 'indie folk']",Axel,6jn7W8NuX94FWZyeGlyCaJ
Ayah Marar,[],Ayah Marar,4xQ2BGOBUXgjxO2PAhrIyS
Ayana,['anime'],Ayana,1DiAIO8Ei1lTYdtezTcTK2
Ayo & Teo,['dwn trap'],Ayo & Teo,27mFvqQj8KpjmdKIqcw1mG
Az Yet,"['new jack swing', 'r&b', 'urban contemporary']",Az Yet,4UGMQyNcbGHYg5CDMKkSw3
Conjunto Agua Azul,"['deep norteno', 'duranguense', 'norteno']",Azul Azul,0gZHnsLe1aKqOFk91JgfKE
B Angie B,[],B Angie B,7GpFgqBBrcikLKSvzyXmBH
B-Real,"['chicano rap', 'west coast rap']",B Real,2LiWxiQzuD9nmWQ6NCA8Gd
B Rich,[],B Rich,68fDJuObatoaqeQflMJ25a
B*Witched,"['bubblegum dance', 'dance pop', 'europop']",B*Witched,72eP0W3rIhkxd0NHGg4w4u
B-Real,"['chicano rap', 'west coast rap']",B-Real,2LiWxiQzuD9nmWQ6NCA8Gd
B-Rock & The Bizz,[],B-Rock & The Bizz,0XAfCsrnmHwyRkwO2k5OrL
B. Bumble & The Stingers,[],B. Bumble & The Stingers,6Z3V0wUuOHqAa7R7qhoVW9
B. Howard,[],B. Howard,6VXvhOKlK6DCsF71dJ7Y5H
B.B. King,"['blues', 'blues-rock', 'chicago blues', 'classic rock', 'electric blues', 'jazz blues', 'jazz christmas', 'memphis blues', 'memphis soul', 'modern blues', 'soul', 'soul blues', 'texas blues', 'traditional blues']",B.B. King,5xLSa7l4IV1gsQfhAMvl0U
B.B. King & his Orchestra,[],B.B. King And His Orchestra,1TzLDEdETaVbqHdMW6ozIg
,[],B.C.G. (B.C. Generation,
,[],B.E. Taylor Group,
B.G.,"['crunk', 'deep southern trap', 'deep trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",B.G.,36HvjE9pV91jEjO1qBRidS
B.G. The Prince Of Rap,"['eurodance', 'hip house']",B.G. The Prince Of Rap,3NyO6lrjoe4s6Uk4ns9Tda
B.J. Thomas,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'country christmas', 'folk', 'folk rock', 'lounge', 'mellow gold', 'soft rock']",B.J. Thomas,0uUNzXylqsZdmFDwdxaP1V
,[],B.J. Thomas And The Triumphs,
B.M.U. (Black Men United),[],B.M.U. (Black Men United,6rb2nWF3vuIdxcT8Fci2v4
B.T. Express,"['classic funk rock', 'deep funk', 'disco', 'funk', 'jazz funk', 'memphis soul', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']",B.T. Express,67PmHOmt1tveILUtasiYAf
B.W. Stevenson,[],B.W. Stevenson,1asN4HM089PlqWPJRkHvLA
B.o.B,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",B.o.B,5ndkK3dpZLKtBklKjxNQwT
B.o.B,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",B.o.B.,5ndkK3dpZLKtBklKjxNQwT
B2K,"['boy band', 'dance pop', 'hip pop', 'pop christmas', 'pop rap', 'r&b', 'soul christmas', 'southern hip hop', 'urban contemporary']",B2K,51d3rUlLuMh7EW09aMe7yj
,[],B2K & P. Diddy,
,[],BBD And Ralph Tresvant,
BBMak,"['boy band', 'europop']",BBMak,7y1GT7SdgGiFLWoktv2TSw
BJ The Chicago Kid,"['deep indie r&b', 'deep pop r&b', 'hip hop', 'indie r&b', 'neo soul', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",BJ The Chicago Kid,07d5etnpjriczFBB8pxmRe
Blackstreet,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']",BLACKstreet,2P3cjUru4H3fhSXXNxE9kA
,[],BRAVO All Stars,
BRONCHO,"['indie garage rock', 'indie psych-rock', 'ok indie']",BRONCHO,6Lll1MPPak4m4vZKuJB264
